"","dataset","tsid","longitude","latitude","ipccReg","recordRange","recordRes","recordResPlus","season","climInterp","source","direction","ka_0.5","ka_6"
"328","KNR159_JPC26.Antonarakou.2015","T2L_KNR159_JPC26_d18o_ruber_stricto_SST_from_d18o_ruber_stricto",-92.027,26.374,"CNA",9690,350,350,"annual","T","Temp12k","positive",27.442,29.851
"329","KNR166_14_11JPC.Elmore.2015","T2L_KNR166_14_11JPC_d18o_bulloides_SST_from_d18o_bulloides",-27.65,56.2333,"NAO",11290,105,105.4,"annual","T","Temp12k","positive",10.015,11.828
"330","KNR166_14_11JPC.Elmore.2015","T2L_KNR166_14_11JPC_d18o_pachyderma_SST_from_d18o_pachyderma",-27.65,56.2333,"NAO",11290,108.4,109,"annual","T","Temp12k","positive",11.88,11.819
"331","KNR166_JPC26.Schmidt.2011","T2L_KNR166_JPC26_mgca_ruber_SST_from_mgca_ruber",-83.2524,24.3267,"CAR",11360,20,20,"annual","T","Temp12k","positive",27.321,26.801
"332","KNR166_JPC26.Schmidt.2011","T2L_KNR166_JPC26_d18o_ruber_SST_from_d18o_ruber",-83.2524,24.3267,"CAR",5870,10,10,"annual","T","Temp12k","positive",NA,27.583
"333","KNR166_JPC51.Schmidt.2012","T2L_KNR166_JPC51_mgca_ruber_SST_from_mgca_ruber",-83.219,24.4117,"CAR",7661,24.5,24,"annual","T","Temp12k","positive",NA,28.449
"334","KNR166_JPC51.Schmidt.2012","T2L_KNR166_JPC51_d18o_ruber_SST_from_d18o_ruber",-83.219,24.4117,"CAR",7661,25,24.5,"annual","T","Temp12k","positive",NA,27.59
"335","KNR195_5_CDH23.Bova.2015","T2L_KNR195_5_CDH23_uk37_SST_from_uk37",-81.1342,-3.7492,"NWS",10702.68,32.9549999999995,32.96,"annual","T","Temp12k","positive",NA,23.213
"336","KNR195_5_CDH26.Bova.2015","T2L_KNR195_5_CDH26_uk37_SST_from_uk37",-81.3087,-3.986,"NWS",10624.45,82.6399999999994,83.5149999999994,"annual","T","Temp12k","positive",NA,22.443
"337","KoeycegizGoelue.EPD","RCzaVnPuDWU",28.64,36.88,"MED",5437.34,92.0600000000004,92.0700000000001,"annual","T","Temp12k","positive",8.766,NA
"338","Komosomolskaia.Ciais.1992","WEB3b80ddb0",97.4833,-74.083,"EAN",11988.9,17.0849999999991,17.0900000000001,"annual","T","Temp12k","positive",0.059,-0.196
"339","Koucha.Herzschuh.2009","RyQ74Z7GxTJ",97.2,34,"TIB",11980.6428571429,171,162.39230769231,"summerOnly","T","Temp12k","positive",7.562,8.004
"340","KP2.Seppa.2009","PYTRUXBRWZ0",35.32,68.8,"NEU",8997,148,150,"summerOnly","T","Temp12k","positive",11.779,12.024
"341","KR02Chironomid.Fortin.2010","RGx72to7BAg",-113.78,71.34,"NWN",10084.97,88.1099999999997,88.1099999999997,"summerOnly","T","Temp12k","positive",7.252,7.69
"342","KR02Pollen.Peros.2008","R1jYCQVBlaV",-113.78,71.34,"NWN",10078.50125,160.45,160.45,"summerOnly","T","Temp12k","positive",5.184,5.951
"343","KT05_7_PC_02.Kawahata.2009","RWShShxDbGs_SST_from_Uk37",140.7667,41,"EAS",9205,100,100,"summerOnly","T","Temp12k","positive",21.725,22.202
"344","Kurupa.Boldt.2015","NAm2kHydro240",-154.61,68.35,"NWN",5592.849,2.82899999999995,2.82899999999995,"summerOnly","T","Temp12k","positive",0.064,-0.852
"345","Kusawa.Chakraborty.2010","PYT8QV5B55C",-136.182,60.275,"NWN",11875.16,86.6800000000003,86.6800000000003,"summerOnly","T","Temp12k","positive",11.649,12.922
"346","KY07_04_PC1.Kubota.2010","T2L_KY07_04_PC1_mgca_ruber_SST_from_mgca_ruber",128.95,31.63,"EAS",11934,80,80,"annual","T","Temp12k","positive",26.072,26.727
"347","Kyutyunda.Biskaborn.2016","RvoC7ZDCwNh",123.6481,69.6285,"RAR",11834.0316,318.5878,316.5756,"summerOnly","T","Temp12k","positive",15.101,17.988
"348","KZAI_01.Hardy.2018","RYyDb1URhtN",11.23,-5.7,"CAF",10379,152,145,"annual","T","Temp12k","positive",NA,20.195
"349","LacAurelie.Bajolle.2018","RiOWDR3HWB7",-74.2297,50.42,"NEN",8261.259,47.0849999999996,47.0299999999997,"summerOnly","T","Temp12k","positive",13.282,14.194
"350","LacColin.Mott.1977","M2L1vo2cyx4P",-70.3,46.72,"ENA",10733,275,275,"annual","T","Temp12k","positive",1.585,2.916
"351","LacduSommet.Hausmann.2011","RaVpoBekUwg",-70.6667,47.7167,"ENA",9475,74,75,"summerOnly","T","Temp12k","positive",12.407,12.272
"352","LacFaribault.Larouche.1981","M2Ly0wxhoe3P",-71.72,58.87,"NEN",3950,155.5,164,"annual","T","Temp12k","positive",-7.051,NA
"353","LacGras.King.1986","M2Lpztrlwi8P",-67.07,52.25,"NEN",7108,261,261,"annual","T","Temp12k","positive",-5.003,-1.853
"354","LacLeonard.Labelle.1984","M2L58bvkgafP",-65.81,49.21,"ENA",9268,292,292,"annual","T","Temp12k","positive",-7.912,0.439
"355","LacMartyne.McAndrews.NA","M2L5ds3b810P",-64.83,56.78,"NEN",6752,273,273,"annual","T","Temp12k","positive",-3.075,-2.79
"356","LacMeleze.MacDonald.1987","M2Lzztaq4rxP",-126.12,65.22,"NWN",10322,204,204,"annual","T","Temp12k","positive",-2.096,-0.026
"357","LacPatricia.McAndrews.1983","M2Lueezxtn4P",-64.68,56.67,"NEN",5469,142,142,"annual","T","Temp12k","positive",-0.373,-0.782
"358","LacPetel.King.1986","M2LzelduliwP",-66.27,50.55,"NEN",8355,273,273,"annual","T","Temp12k","positive",-2.073,-0.994
"359","Ladd.Shane.1993","M2Lvbzbn35sP",-84.75,41.42,"ENA",10803.7,205.7,207.900000000001,"annual","T","Temp12k","positive",9.197,9.305
"360","LagodeAjo.Allen.1996","RnvZu677M4a",-6.15,43.05,"MED",10922.44,128.37,128.37,"annual","T","Temp12k","positive",7.532,9.261
"361","LagoDellAccesa.Finsinger.2010","LPD6e0eacd1",10.8972,42.9888,"MED",7073,73,74,"winterOnly","T","Temp12k","positive",NA,2.819
"362","LagoMoreno.Markgraf.2002","R7eBhCUMOfI",-71.5167,-41.0583,"SWS",9581,413,410.5,"annual","T","Temp12k","positive",NA,0.149
"363","LagoVerdarolo.Samartin.2011","LPD91355717",10.12,44.36,"MED",11955.191,258,254,"summerOnly","T","Temp12k","positive",12.6,13.965
"364","LagunaChaplin.Punyasena.2008","RhOOuR9AepG",-61.0667,-14.4667,"SAM",10303,256,271,"annual","T","Temp12k","positive",23.25,24
"365","LagunaSaladaChiprana.EPD","Ry6Y07LUJSe",-0.17,41.23,"MED",7371.89,167.43,167.43,"annual","T","Temp12k","positive",15.028,10.582
"366","Laihalampi.Heikkila.2003","PYTEE34B0H5",26.07,61.48,"NEU",8946.321,69.9189999999999,70.1375000000003,"annual","T","Temp12k","positive",4.029,5.655
"367","LakeLyadhej-To.Andreev.2005","RV7ogSkZbOS",65.8,68.26,"RAR",10819.175,171.556,171.556,"summerOnly","T","Temp12k","positive",8.663,9.643
"368","LakeoftheWoods.Palmer.2002","R05eeEJNPBo",-120.1833,49.05,"WNA",11378.455748,112.387207,113.8631275,"summerOnly","T","Temp12k","positive",12.835,13.562
"369","LakeStowell.Lemmen.2018","R6miF3Chdmb",-123.4445,48.7833,"WNA",11937,108,110,"summerOnly","T","Temp12k","positive",0.094,-0.388
"370","LaPAS_KF02.Pivel.2013","R3CvZBuTHNk",-45.2,-25.84,"SES",11550,126,126,"annual","T","Temp12k","positive",24.618,25.053
"371","Lapland.Helama.2009","PYTNG9UXJDL",25,69,"NEU",7450,1,1,"summerOnly","T","Temp12k","positive",12.977,12.919
"372","LawDome.Dahl-Jensen.1999","LPD7abab671",112.8069,-66.7697,"EAN",8680,148,137,"annual","T","Temp12k","positive",-22.036,-20.54
"373","LB1.Gajewski.1993","M2L5rhw5bdkP",-75.62,57.92,"NEN",6924,141,141,"annual","T","Temp12k","positive",-6.998,-7.043
"374","Lednica-1.Makohonienko.1991","RF4G8wwNMQV",17.39,52.56,"WCE",10036.34,125.39,123.53,"annual","T","Temp12k","positive",7.7,11.209
"375","Lednica-2.Litt.1991","RoNOJ66CLPP",17.39,52.56,"WCE",9919.6,89.8699999999999,90.0699999999997,"annual","T","Temp12k","positive",7.112,11.438
"376","LeFourneau.Barbier.1999","R4mXoPSZA1W",-0.19,48.44,"WCE",10840.99,306.76,306.76,"annual","T","Temp12k","positive",6.099,9.008
"377","LeGrandLemps.Clerc.1988","RExuZVVrYKW",5.42,45.47,"WCE",10850.52,28.2800000000007,28.2800000000007,"annual","T","Temp12k","positive",9.736,9.19
"378","Leviathan.Lachniet.2014","LPD94e74028cc",-115.58,37.89,"WNA",11948.084,5.47399999999993,5.47399999999993,"annual","T","Temp12k","positive",-11.576,-10.324
"379","LifebuoyLake.Solivieva.2015","R8dqe2udYAi",163.1524,59.1099,"RFE",6462,72,72,"summerOnly","T","Temp12k","positive",10.018,10.161
"380","LiivjarveBog.Koff.1989","Rb55CRDFnYw",27.58,59.22,"NEU",10304.47,133.04,132.43,"annual","T","Temp12k","positive",3.779,3.434
"381","Liltlvatn.Seppa.2009","PYT4RL17XGB",14.87,68.52,"NEU",8618.26,241.07,241.07,"summerOnly","T","Temp12k","positive",11.101,11.531
"382","Lily.Cwynar.1990","R9f2mFSr7nU",-135.3953,59.2026,"NWN",11910,159,151,"annual","T","Temp12k","positive",3.604,4.562
"383","Lingreville.Billard.1995","R2RMTzS2yFO",-1.54,48.93,"WCE",3981.41,28.9100000000001,28.9100000000001,"annual","T","Temp12k","positive",7.118,NA
"384","Little.Whitlock.1995","M2Ldfq1l29fP",-123.58,44.17,"WNA",10067,279,282,"annual","T","Temp12k","positive",7.552,7.83
"385","LittleBass.Swain.NA","M2Lx02nyks5P",-93.6,47.29,"CNA",10468,335,334,"annual","T","Temp12k","positive",4.243,5.181
"386","LittleLochRoag.Birks.1979","Rs47zWqnTxZ",-6.88,58.13,"NEU",9737.57,248.34,245.65,"annual","T","Temp12k","positive",9.57,8.204
"387","LittlePondRoyalston.Marsicek.2013","WEBb9192769",-72.19,42.68,"ENA",11580.956,155.696,155.696,"annual","T","Temp12k","positive",-0.049,0.696
"388","Llet-T.liranta.2015","Rz1sYNeOKel",59.3,66.52,"RAR",11747.6,96.8000000000011,96.8000000000011,"summerOnly","T","Temp12k","positive",14.442,15.28
"389","LO09-14.Berner.2008","PYTP8LM4UJJ",-20.4083,58.9383,"NAO",10608.636,27.9964999999997,27.6459999999997,"summerOnly","T","Temp12k","positive",12.19,12.537
"390","Lobsigensee.Ammann.1985","R5MwieDquqJ",7.3,47.03,"WCE",10289.48,62.3650000000002,66.1300000000001,"annual","T","Temp12k","positive",9.091,8.499
"391","Lochnagar30.Dalton.2005","R7q4fzGNoZ6",-3.2296,56.96,"NEU",5795,82.5,83,"summerOnly","T","Temp12k","positive",11.796,11.443
"392","LoneFoxLake.MacDonald.1985","M2Lvvf8aywtP",-119.72,56.72,"NWN",10524.9,326.65,326.7,"annual","T","Temp12k","positive",2.194,1.209
"393","Lonespruce.Kaufman.2012","PYTKYQ4C1WD",-159.143,60.007,"NWN",11929.085,18.367,18.277,"summerOnly","T","Temp12k","positive",27.535,27.596
"394","Longwoods.Wilmshurst.2007","RZT20l77VUd",167.83,-46.23,"NZ",10324.438,420.134999999999,420.119999999999,"annual","T","Temp12k","positive",7.438,8.432
"395","LoonPond.Jacobson.Ja","M2L2wsvlds8P",-68.2,45.03,"ENA",10289.1,234.2,234.2,"annual","T","Temp12k","positive",4.761,5.624
"396","LostLake_MI.Brubaker.1975","M2L64f6irzrP",-87.97,46.72,"ENA",10602.3,335.7,335.75,"annual","T","Temp12k","positive",3.763,4.956
"397","LoughMeenachrinna.Taylor.2018","RWleajAEFwY",-8.6794,54.7282,"NEU",4999.2,77.25,77.2000000000003,"summerOnly","T","Temp12k","positive",NA,12.059
"398","LouisePond.Mathewes.1994","M2Lx8d4iupqP",-131.76,52.95,"NWN",10912.3,217.1,261.199999999999,"annual","T","Temp12k","positive",5.309,5.494
"399","LR1.Gajewski.1993","M2LkxhxpqjbP",-75.25,58.583,"NEN",7482,351.5,351.5,"annual","T","Temp12k","positive",-7.527,-7.04
"400","LR3.Gajewski.1992","M2Llq9tn1s2P",-75.25,58.58,"NEN",5722,299,545,"annual","T","Temp12k","positive",-7.17,-7.079
"401","Luganskoe.Kvavadze.1994","RhtixIQMGTd",40.69,43.73,"WCA",5256.16,155.58,155.58,"annual","T","Temp12k","positive",5.764,6.19
"402","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_mgca_pachyderma_SST_from_mgca_pachyderma",152.8779,49.3757,"RFE",10580,210,210,"annual","T","Temp12k","positive",NA,8.109
"403","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_uk37_SST_from_uk37",152.8779,49.3757,"RFE",10760,210,210,"summerOnly","T","Temp12k","positive",NA,8.276
"404","LV29_114_3.Riethdorf.2013","T2L_LV29_114_3_d18o_pachyderma_SST_from_d18o_pachyderma",152.8779,49.3757,"RFE",10700,100,100,"annual","T","Temp12k","positive",NA,2.194
"405","Lyadhej-To.Andreev.2005","PYTS7QT9329",65.8,68.26,"RAR",10719.175,171.556,171.556,"summerOnly","T","Temp12k","positive",8.663,9.643
"406","Lynn.Nichols.1967","M2Lwm503978P",-101.04,56.84,"NEN",7113.8,185,183,"annual","T","Temp12k","positive",3.768,-1.384
"407","M135_004_3.Salvatteci.2019","T2L_M135_004_3_uk37_SST_from_uk37",-71.7403,-17.41,"SWS",9230.875,64.235,64.235,"annual","T","Temp12k","positive",20.621,20.565
"408","M135_005_3.Salvatteci.2019","T2L_M135_005_3_uk37_SST_from_uk37",-71.769,-17.4205,"SWS",11313.3,61.2,61.2,"annual","T","Temp12k","positive",20.859,20.758
"409","M35003_4.R_hlemann.1999","T2L_M35003_4_uk37_SST_from_uk37",-61.2437,12.0897,"CAR",11780,260,260,"annual","T","Temp12k","positive",30.008,28.714
"410","M35003_4.R_hlemann.1999","T2L_M35003_4_d18o_ruber_pink_SST_from_d18o_ruber_pink",-61.2437,12.0897,"CAR",11850,250,250,"annual","T","Temp12k","positive",28.694,28.14
"411","M35003_4.R_hlemann.1999","WEB4565226e",-61.2437,12.0897,"CAR",11891,288,288,"annual","T","Temp12k","positive",26.069,26.3
"412","M39008_3.Eynaud.2009","T2L_M39008_3_uk37_SST_from_uk37",-7.0717,36.38,"MED",9910,40,40,"annual","T","Temp12k","positive",NA,19.911
"413","M39008_3.Eynaud.2009","T2L_M39008_3_d18o_bulloides_SST_from_d18o_bulloides",-7.0717,36.38,"MED",11034,38,38,"annual","T","Temp12k","positive",19.63,19.883
"414","M40-4-SL78.Emeis.2003","GBG100dogCow",13.19,37.036,"MED",11360,40,40,"annual","T","Temp12k","positive",17.23,18.9
"415","M75_3_137_3.Wang.2013","RULOqqCg75A",37.8685,-18.2412,"ESAF",11704,199,212,"summerOnly","T","Temp12k","positive",27.58,27.6
"416","M75_3_137_3.Wang.2013","R1p4PfiUdp8",37.8685,-18.2412,"ESAF",11536,211,211,"winterOnly","T","Temp12k","positive",24.833,24.583
"417","M77_2_003_2.Salvatteci.2019","T2L_M77_2_003_2_uk37_SST_from_uk37",-75.688,-15.1035,"SWS",11205.5,64.5,64.5,"annual","T","Temp12k","positive",19.947,19.527
"418","M77_2_024_5.Salvatteci.2019","T2L_M77_2_024_5_uk37_SST_from_uk37",-78.0152,-11.0835,"NWS",10682.316,72.4900000000002,72.4900000000002,"annual","T","Temp12k","positive",22.06,21.867
"419","M77_2_029_3.Salvatteci.2019","T2L_M77_2_029_3_uk37_SST_from_uk37",-79.6185,-9.295,"NWS",11151.042,469.5,469.5,"annual","T","Temp12k","positive",21.071,22.265
"420","M77_2_056_5.Neurnberg.2015","RwsnEN3SLKp_SST_from_planktic0x2Ed18O",-81.1247,-3.7498,"NWS",7780,110,110,"annual","T","Temp12k","positive",NA,24.611
"421","M77_2_056_5.Neurnberg.2015","RsGueF5Ezuc_SST_from_planktic0x2EMgCa",-81.1247,-3.7498,"NWS",8870,110,110,"annual","T","Temp12k","positive",NA,22.313
"422","M77_2_059_1.N_rnberg.2015","RIgJVtRWivz",-81.3205,-3.9502,"NWS",7702,173,173,"winterOnly","T","Temp12k","positive",NA,20.15
"423","M77_2_059_1.N_rnberg.2015","RbIuRfn9Vxz_SST_from_Uk37",-81.3205,-3.9502,"NWS",11911,87,87,"annual","T","Temp12k","positive",21.347,21.951
"424","Mackenzie.Woltering.2014","WEB3ca1b65e",153.0533,-25.4475,"EAU",11946,619,608,"annual","T","Temp12k","positive",19.54,21.25
"425","Malawi.Johnson.2016","WEB91c558e3",34.4372,-11.2939,"ESAF",11616.413,236.9575,236.958,"annual","T","Temp12k","positive",23.879,24.19
"426","MaleshevskaBog.Tonkov.1992","RToKsaJznWU",23.03,41.7,"MED",7701.18,57.6900000000001,57.6900000000001,"annual","T","Temp12k","positive",8.89,8.496
"427","Mansell.Shuman.2016","WEBa58bb1ff",-68.73,45.04,"ENA",10329.2223,76.8616000000002,76.8616000000002,"annual","T","Temp12k","positive",-0.119,0.532
"428","MaraisdeKeswick.Larouche.1986","M2Lzxvu2c01P",-79.51,44.2,"ENA",4281,71,118,"annual","T","Temp12k","positive",4.242,NA
"429","MD01_2378.Xu.2008","T2L_MD01_2378_mgca_ruber_SST_from_mgca_ruber",121.788,-13.0825,"NAU",11120,100,100,"annual","T","Temp12k","positive",31.109,31.405
"430","MD01_2378.Xu.2008","T2L_MD01_2378_d18o_ruber_SST_from_d18o_ruber",121.788,-13.0825,"NAU",11220,100,100,"annual","T","Temp12k","positive",28.986,29.659
"431","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_stricto_SST_from_mgca_ruber_stricto",113.409,6.6353,"SEA",2391,149.5,149.5,"annual","T","Temp12k","positive",NA,NA
"432","MD01_2390.Steinke.2008","T2L_MD01_2390_mgca_ruber_lato_SST_from_mgca_ruber_lato",113.409,6.6353,"SEA",10573,313,313.75,"annual","T","Temp12k","positive",NA,28.115
"433","MD01_2390.Steinke.2008","T2L_MD01_2390_d18o_ruber_SST_from_d18o_ruber",113.409,6.6353,"SEA",10890,320,319.5,"annual","T","Temp12k","positive",NA,29.683
"434","MD01_2412.Harada.2006","T2L_MD01_2412_uk37_SST_from_uk37",145.004,44.5275,"EAS",11800,80,80,"annual","T","Temp12k","positive",11.901,11.594
"435","MD01_2421.Isono.2009","T2L_MD01_2421_uk37_SST_from_uk37",141.783,36.033,"EAS",11660,56,56,"annual","T","Temp12k","positive",17.74,19.102
"436","MD01_2421.Isono.2009","T2L_MD01_2421_d18o_bulloides_SST_from_d18o_bulloides",141.783,36.033,"EAS",11727.2,223.5535,223.777,"annual","T","Temp12k","positive",16.519,17.331
"437","MD01-2416.Sarnthien.2004","LPD5c8693b4",167.725,51.268,"NPO",6193,101,101,"summerOnly","T","Temp12k","positive",NA,7.27
"438","MD01-2444.Martrat.2007","GH8784f3d0",-10.134,37.565,"NAO",11850,170,170,"annual","T","Temp12k","positive",17.348,18.022
"439","MD01-2446.Salguero.2014","LPD801dea7f",-12.624,39.0558,"NAO",9510,200,200,"summerOnly","T","Temp12k","positive",NA,21.8
"440","MD02_2503.Hill.2006","T2L_MD02_2503_d18o_bulloides_SST_from_d18o_bulloides",-120.0365,34.3862,"WNA",11857.744,138.041,138.041,"annual","T","Temp12k","positive",15.744,15.02
"441","MD02_2515.McClymont.2012","T2L_MD02_2515_uk37_SST_from_uk37",-112.0743,27.4835,"NCA",5165.706,30.192,30.192,"annual","T","Temp12k","positive",NA,NA
"442","MD02_2515.McClymont.2012","T2L_MD02_2515_tex86_SST_from_tex86",-112.0743,27.4835,"NCA",5165.706,46.8500000000004,46.8500000000004,"annual","T","Temp12k","positive",NA,NA
"443","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_mgca_ruber_SST_from_mgca_ruber",-87.1188,29.0017,"ENA",10586,306.5,306,"annual","T","Temp12k","positive",NA,25.587
"444","MD02_2575BAY.Ziegler.2008","T2L_MD02_2575_d18o_ruber_SST_from_d18o_ruber",-87.1188,29.0017,"ENA",10586,306.5,306,"annual","T","Temp12k","positive",NA,23.876
"445","MD02_2594.Dyez.2014","T2L_MD02_2594_mgca_ruber_SST_from_mgca_ruber",17.338,-34.71,"WSAF",11556,429,431.5,"summerOnly","T","Temp12k","positive",20.198,17.636
"446","MD02_2594.Dyez.2014","T2L_MD02_2594_d18o_ruber_SST_from_d18o_ruber",17.338,-34.71,"WSAF",11556,429,431.5,"annual","T","Temp12k","positive",21.066,20.938
"447","MD03_2607-Assemblage.LopesdosSantos.2013","RbLKw0ooED9",137.4065,-36.9607,"SAU",10700,400,600,"annual","T","Temp12k","positive",NA,18.3
"448","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_uk37_SST_from_uk37",137.4065,-36.9607,"SAU",10700,400,350,"annual","T","Temp12k","positive",NA,18.349
"449","MD03_2607.LopesdosSantos.2013","T2L_MD03_2607_tex86_SST_from_tex86",137.4065,-36.9607,"SAU",10700,400,350,"annual","T","Temp12k","positive",NA,16.734
"450","MD03_2611.Calvo.2007","T2L_MD03_2611_uk37_SST_from_uk37",136.55,-36.73,"SAU",11262,324.5,321,"annual","T","Temp12k","positive",17.156,18.879
"451","MD03_2611.Calvo.2007","T2L_MD03_2611_d18o_bulloides_SST_from_d18o_bulloides",136.55,-36.73,"SAU",11262,321,320.5,"annual","T","Temp12k","positive",16.802,16.366
"452","MD03_2699.Rodrigues.2010","T2L_MD03_2699_uk37_SST_from_uk37",-10.6605,39.0367,"NAO",11036,172,172,"annual","T","Temp12k","positive",16.269,16.332
"453","MD03_2707.Weldeab.2007","T2L_MD03_2707_mgca_ruber_pink_SST_from_mgca_ruber_pink",9.3947,2.5019,"CAF",11600,40,40,"annual","T","Temp12k","positive",27.437,29.589
"454","MD03_2707.Weldeab.2007","T2L_MD03_2707_d18o_ruber_pink_SST_from_d18o_ruber_pink",9.3947,2.5019,"CAF",11600,40,40,"annual","T","Temp12k","positive",27.607,30.476
"455","MD03-2601.Kim.2012","PYTQF21HJNC",138.5572,-66.0512,"EAN",8357,184,174,"annual","T","Temp12k","positive",NA,3.265
"456","MD032601.Crosta.2007","GH0a861633",138.6,-66,"EAN",9843,20,20,"summerOnly","T","Temp12k","positive",13.9,16.408
"457","MD06_3067.Bolliet.2011","R89VJHY12Yf_SST_from_planktic0x2EMgCa",126.4977,6.5143,"SEA",7820,120,120,"annual","T","Temp12k","positive",NA,32.711
"458","MD06_3075.Fraser.2014","T2L_MD06_3075_uk37_SST_from_uk37",125.832,6.4762,"SEA",11790,160,160,"annual","T","Temp12k","positive",30.14,29.745
"459","MD06_3075.Fraser.2014","T2L_MD06_3075_d18o_ruber_SST_from_d18o_ruber",125.832,6.4762,"SEA",11920,60,60,"annual","T","Temp12k","positive",29.852,28.528
"460","MD07_3076Q.Gottschalk.2015","T2L_MD07_3076Q_d18o_bulloides_SST_from_d18o_bulloides",-14.2283,-44.1532,"SOO",10639,308,316.5,"annual","T","Temp12k","positive",NA,7.537
"461","MD07-3088.Montade.2019","RGsuv8QafL5",-75.6833,-46.0667,"SWS",11833,189,189.5,"winterOnly","T","Temp12k","positive",5.531,5.164
"462","MD07-3104.Montade.2019","R8CuAZC0LEY",-72.7781,-41.7111,"SWS",11675,163,162,"winterOnly","T","Temp12k","positive",7.486,8.776
"463","MD07-3124.Caniupan.2014","WEBc2989cec",-74.97,-50.52,"SSA",10694,75,75,"summerOnly","T","Temp12k","positive",10.816,11.883
"464","MD79_257.Bard.1997","T2L_MD79_257_uk37_SST_from_uk37",36.33,-20.4,"ESAF",10800,200,200,"annual","T","Temp12k","positive",NA,29.534
"465","MD79-257.Levi.2007","GH06e59526",36.3,-20.4,"ESAF",10279.281,249.596,287.054,"annual","T","Temp12k","positive",NA,27.338
"466","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_pachyderma_SST_from_d18o_pachyderma",51.3183,-43.8217,"SOO",9790,330,330,"annual","T","Temp12k","positive",NA,8.297
"467","MD84_527.Labracherie.1989","T2L_MD84_527_d18o_bulloides_SST_from_d18o_bulloides",51.3183,-43.8217,"SOO",9150,330,330,"annual","T","Temp12k","positive",NA,5.723
"468","MD84_527.Sarnthein.1988","Ri4npkyUs4u",51.3183,-43.8217,"SOO",10500,360,360,"summerOnly","T","Temp12k","positive",6.8,6.5
"469","MD94_103BAY.Sicre.2005","T2L_MD94_103_uk37_SST_from_uk37",86.5167,-45.5833,"SOO",9433.475,159.692,125.134,"annual","T","Temp12k","positive",NA,9.027
"470","MD95_2002.Eynaud.2012","RikalEe9ykS",-8.5338,47.452,"WCE",10331,88,88,"annual","T","Temp12k","positive",NA,15.655
"471","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_SST_from_d18o_pachyderma",7.6393,66.9697,"NEU",11496.35,15.3810000000003,15.3810000000003,"annual","T","Temp12k","positive",10.077,9.768
"472","MD95_2011.Risebrobakken.2003","T2L_MD95_2011_d18o_pachyderma_d_SST_from_d18o_pachyderma_d",7.6393,66.9697,"NEU",11478.718,15.79,15.79,"annual","T","Temp12k","positive",11.259,10.593
"473","MD95_2011Assemblage.Risebrobakken.2003","R4z8Co5Aghx",7.6393,66.9697,"NEU",10588,81,81,"summerOnly","T","Temp12k","positive",12.367,11.908
"474","MD95_2011Assemblage.Risebrobakken.2003","RRd6osZyB8H",7.6393,66.9697,"NEU",7980,60,70,"annual","T","Temp12k","positive",11.156,12.438
"475","MD95_2011Assemblage.Risebrobakken.2003","RRGNAojoZVh",7.6393,66.9697,"NEU",11370,13,13,"summerOnly","T","Temp12k","positive",12.046,10.813
"476","MD95_2015.Marchal.2002","T2L_MD95_2015_uk37_SST_from_uk37",-25.959,58.7623,"NAO",10290,90,90,"winterOnly","T","Temp12k","positive",10.803,11.026
"477","MD95_2043.Cacho.1999","T2L_MD95_2043_d18o_bulloides_SST_from_d18o_bulloides",-2.6212,36.1433,"MED",10984.44,197.8045,197.804999999999,"annual","T","Temp12k","positive",NA,17.759
"478","MD95_2043.Cacho.1999","T2L_MD95_2043_uk37_SST_from_uk37",-2.6212,36.1433,"MED",10984.44,92.1999999999998,92.1999999999998,"winterOnly","T","Temp12k","positive",NA,18.259
"479","MD95_2043.Cacho.1999","T2L_MD95_2043_mgca_bulloides_SST_from_mgca_bulloides",-2.6212,36.1433,"MED",2951.2,332,314.4,"annual","T","Temp12k","positive",NA,NA
"480","MD97_2120.Pahnke.2006","T2L_MD97_2120_d18o_bulloides_SST_from_d18o_bulloides",174.9308,-45.5344,"NZ",10025.45,123.630000000001,123.630000000001,"annual","T","Temp12k","positive",NA,9.207
"481","MD97_2120.Pahnke.2006","T2L_MD97_2120_mgca_bulloides_SST_from_mgca_bulloides",174.9308,-45.5344,"NZ",9901.82,569.867,510.1685,"annual","T","Temp12k","positive",NA,9.093
"482","MD97_2120.Pahnke.2006","T2L_MD97_2120_uk37_SST_from_uk37",174.9308,-45.5344,"NZ",10025.45,135.484,135.484,"annual","T","Temp12k","positive",NA,10.107
"483","MD97_2121.Pahnke.2006","T2L_MD97_2121_uk37_SST_from_uk37",177.99,-40.38,"NZ",8681.3,65.9000000000005,65.9000000000001,"annual","T","Temp12k","positive",NA,17.091
"484","MD97_2141.Rosenthal.2003","T2L_MD97_2141_d18o_ruber_SST_from_d18o_ruber",121.3,8.8,"SEA",7709,44.3099999999995,44.3099999999995,"annual","T","Temp12k","positive",NA,28.882
