"","dataset","tsid","longitude","latitude","ipccReg","archive","proxy","Category","CategorySpec","minAge","maxAge","ageRange","ageRes","ageResPlus","season","climInterp","source","direction","ka_0.5","ka_4","ka_6","ka_8","ka_10","maxValAge","minValAge"
"1111","Sharkey.Shuman.2016","WEBfb9ada34",-93.41,44.59,"CNA","LakeSediment","pollen","pollen","pollen",634,11748.6,11114.6,31.1000000000004,31.8,"winter+","T","Temp12k","positive",-11.225,-11.265,-11.266,-11.149,-8.7,10145,11748.6
"1112","Sharkey.Shuman.2016","WEB81ce5808",-93.41,44.59,"CNA","LakeSediment","pollen","pollen","pollen",634,11748.6,11114.6,31.1000000000004,31.7999999999997,"annual","T","Temp12k","positive",-0.098,0.347,0.351,0.449,0.619,728.7,11748.6
"1113","SihailongwanMaar.Stebich.2015","LPD575ea390",126.6,42.28,"EAS","LakeSediment","pollen","pollen","pollen",150,11992,11842,61,61,"summerOnly","T","Temp12k","positive",21.915,25.616,26.716,26.704,23.65,7862,11937
"1114","SipleDomeA.Das.2008","WEB8d90dc28",-148.82,-81.65,"WAN","GlacierIce",NA,NA,NA,1,11705,11704,1,2,NA,NA,"Temp12k",NA,0.017,0.005,0.001,0,0.001,2980.12903225806,5868.29829081852
"1115","Sixteen.Futyma.1986","M2LtzimrmumP",-84.32,45.6,"ENA","LakeSediment","pollen","pollen","pollen",2208.5,12000,9791.5,227.5,260,"summer+","T","Temp12k","positive",NA,18.66,18.51,18.736,18.507,2208.5,10838.5
"1116","Sixteen.Futyma.1986","M2L86od0qqfP",-84.32,45.6,"ENA","LakeSediment","pollen","pollen","pollen",2208.5,12000,9791.5,227.5,260,"winter+","T","Temp12k","positive",NA,-12.976,-13.305,-12.757,-15.507,2208.5,11533.5
"1117","Sixteen.Futyma.1986","M2L2xbh2w6zP",-84.32,45.6,"ENA","LakeSediment","pollen","pollen","pollen",2208.5,12000,9791.5,227.5,260,"annual","T","Temp12k","positive",NA,3.83,3.625,3.975,2.734,2208.5,11533.5
"1118","sjuuodjijaure.Rosen.2001","PYTTYZNWOYL",18.07,67.37,"NEU","LakeSediment","pollen","pollen","pollen",0,9359.764,9359.764,184.7725,183.325,"summerOnly","T","Temp12k","positive",10.19,10.29,11.411,10.313,NA,6283.711,3594.451
"1119","sjuuodjijaure.Rosen.2001","PYTN99W834C",18.07,67.37,"NEU","LakeSediment","chironomid","chironomid","chironomid",36.212,9316.764,9280.552,193.528,192.061000000001,"summerOnly","T","Temp12k","positive",10.539,11.134,11.272,10.102,NA,6028.175,7986.251
"1120","sjuuodjijaure.Rosen.2001","PYT4HOSEYKO",18.07,67.37,"NEU","LakeSediment","diatom","other microfossil","other microfossil",0,9317,9317,186,184.5,"summerOnly","T","Temp12k","positive",9.736,10.52,11.133,9.907,NA,6887,8873
"1121","SK237_GC04.Saraswat.2013","T2L_SK237_GC04_mgca_ruber_SST_from_mgca_ruber",74.9993,10.9775,"SAS","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",120,12000,11880,110,110,"annual","T","Temp12k","positive",29.794,30.344,30.474,30.786,29.912,10990,11630
"1122","SK237_GC04.Saraswat.2013","T2L_SK237_GC04_d18o_ruber_SST_from_d18o_ruber",74.9993,10.9775,"SAS","MarineSediment","d18O","isotope","isotope",120,12000,11880,110,110,"annual","T","Temp12k","positive",28.109,28.693,29.104,28.428,27.366,3000,11250
"1123","Skrzetuszewskie.Litt.2001","RMVQTZ65X71",17.36,52.55,"WCE","LakeSediment","pollen","pollen","pollen",166.37,10917.99,10751.62,122.49,128.08,"winter+","T","Temp12k","positive",-3.342,3.426,3.684,2.039,-5.779,5034.13,10643.18
"1124","Skrzetuszewskie.Litt.2001","RYLGNrM0mIK",17.36,52.55,"WCE","LakeSediment","pollen","pollen","pollen",166.37,10917.99,10751.62,122.49,128.08,"annual","T","Temp12k","positive",7.279,12.02,12.115,10.007,3.482,5752.395,10643.18
"1125","Skrzetuszewskie.Litt.2001","RUtYCcZRwZB",17.36,52.55,"WCE","LakeSediment","pollen","pollen","pollen",166.37,10917.99,10751.62,122.49,128.08,"summer+","T","Temp12k","positive",17.9,20.615,20.547,17.974,12.743,2966.53,10396.46
"1126","Sluggan.Smith.1991","RjJwyWX7Ask",-6.26,54.78,"NEU","Peat","pollen","pollen","pollen",39.32,10938.81,10899.49,103.535,103.535,"winter+","T","Temp12k","positive",3.545,3.499,3.195,2.912,-0.715,794.17,10683.48
"1127","Sluggan.Smith.1991","RNsd247y3UK",-6.26,54.78,"NEU","Peat","pollen","pollen","pollen",39.32,10938.81,10899.49,103.535,103.535,"annual","T","Temp12k","positive",9.065,8.785,8.624,8.361,7.065,10162.18,10804.72
"1128","Sluggan.Smith.1991","RexZkuuXg1A",-6.26,54.78,"NEU","Peat","pollen","pollen","pollen",39.32,10938.81,10899.49,103.535,103.73,"summer+","T","Temp12k","positive",14.584,14.07,14.052,13.811,14.844,10162.18,10804.72
"1129","SN-6.Tiwari.2015","LPD5f9ad71d_SST_from_Mg0x2FCa",74.133,12.486,"SAS","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",154.21,4772.19,4617.98,116.13,116.13,"annual","T","Temp12k","positive",30.855,30.759,NA,NA,NA,1673.94,4363.44
"1130","SO136_GC11.Barrows.2007","T2L_SO136_GC11_uk37_SST_from_uk37",167.8507,-43.44,"NZ","MarineSediment","alkenone","alkenone","alkenone",50,12000,11950,270,275,"annual","T","Temp12k","positive",14.061,14.996,15.167,15.34,15.872,11220,1050
"1131","SO189_039KL.Mohtadi.2014","T2L_SO189_039KL_mgca_ruber_SST_from_mgca_ruber",99.9085,-0.79,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",410,12000,11590,50,50,"annual","T","Temp12k","positive",29.889,29.554,30.097,29.974,29.705,770,11400
"1132","SO189_039KL.Mohtadi.2014","T2L_SO189_039KL_d18o_ruber_SST_from_d18o_ruber",99.9085,-0.79,"SEA","MarineSediment","d18O","isotope","isotope",410,12000,11590,50,50,"annual","T","Temp12k","positive",30.427,30.668,30.618,30.822,30.129,7760,11800
"1133","SO189_119KL.Mohtadi.2014","T2L_SO189_119KL_mgca_ruber_SST_from_mgca_ruber",96.3167,3.5167,"SEA","MarineSediment","Mg/Ca","Mg/Ca","Mg/Ca",60,12000,11940,290,290,"annual","T","Temp12k","positive",30.215,30.839,30.279,31.326,30.875,2080,4980
"1134","SO189_119KL.Mohtadi.2014","T2L_SO189_119KL_d18o_ruber_SST_from_d18o_ruber",96.3167,3.5167,"SEA","MarineSediment","d18O","isotope","isotope",60,12000,11940,290,290,"annual","T","Temp12k","positive",29.648,30.907,30.429,30.731,30.216,2660,640
"1135","SO189_144KL.Mohtadi.2014","T2L_SO189_144KL_d18o_ruber_SST_from_d18o_ruber",98.066,1.155,"SEA","MarineSediment","d18O","isotope","isotope",90,12000,11910,74,74,"annual","T","Temp12k","positive",29.718,30.082,30.007,30.151,30.123,9971,11806
"1136","SO42_74KL.Huguet.2006","T2L_SO42_74KL_tex86_SST_from_tex86",57.347,14.321,"ARS","MarineSediment","GDGT","other biomarker","other biomarker",210,11030,10820,275,300,"annual","T","Temp12k","positive",25.073,26.058,26.688,25.304,25.52,5510,210
"1137","SO42_74KL.Huguet.2006","T2L_SO42_74KL_uk37_SST_from_uk37",57.347,14.321,"ARS","MarineSediment","alkenone","alkenone","alkenone",210,11280,11070,250,275,"annual","T","Temp12k","positive",28.379,27.689,28.179,27.51,27.136,840,11280
"1138","SO42_74KL.Huguet.2006","T2L_SO42_74KL_d18o_ruber_SST_from_d18o_ruber",57.347,14.321,"ARS","MarineSediment","d18O","isotope","isotope",210,11280,11070,300,300,"annual","T","Temp12k","positive",26.423,26.779,27.113,26.578,25.643,2940,10230
"1139","SO42_74KL.Huguet.2006","Rm6U0TeZKat",57.347,14.321,"ARS","MarineSediment","foraminifera","other microfossil","other microfossil",403,12000,11597,330.566999999999,330.566999999999,"winter+","T","Temp12k","positive",25.233,25.667,25.75,25.2,25.267,11457.5,403
"1140","SO42_74KL.Huguet.2006","Rq6GES99dEo",57.347,14.321,"ARS","MarineSediment","foraminifera","other microfossil","other microfossil",403,12000,11597,330.566999999999,330.568499999999,"summer+","T","Temp12k","positive",24.4,24.767,25.55,24.733,24.7,11126.93,403
"1141","SO42_74KL.Huguet.2006","RRDZgNq0gYv",57.347,14.321,"ARS","MarineSediment","foraminifera","other microfossil","other microfossil",403,12000,11597,330.566999999999,330.568499999999,"annual","T","Temp12k","positive",-0.501,-0.101,0.332,-0.351,-0.335,11126.93,403
"1142","SO90_56KA.Doose-Rolinski.2001","RfOqYf6ktxg",65.916,24.833,"SAS","MarineSediment","alkenone","alkenone","alkenone",6,4883,4877,17,18,"annual","T","Temp12k","positive",26.41,25.628,NA,NA,NA,1781,3760.5
"1143","SO90_63KA.Staubwasser.2003","T2L_SO90_63KA_d18o_ruber_SST_from_d18o_ruber",65.982,24.61,"SAS","MarineSediment","d18O","isotope","isotope",0,12000,12000,13,13,"annual","T","Temp12k","positive",27.55,27.538,28.002,27.84,27.939,6523,11963
"1144","Sokli.Shala.2017","R3mfDzogKdd",29.28,67.81,"NEU","LakeSediment","chironomid","chironomid","chironomid",0,10771.6197183098,10771.6197183098,103,103,"summerOnly","T","Temp12k","positive",14.531,13.644,12.869,12.175,14.9,10122,7381
"1145","SouthAfricanRainfallZone.Chevalier.2015","RZPRigavTYR",28.5447,-27.2415,"ESAF","Peat","pollen","pollen","pollen",0,12000,12000,100,100,"annual","T","Temp12k","positive",-0.012,0.007,0.363,-0.23,-0.854,0,12000
"1146","SouthernCalifornia.Ohlwein.2012","LPDbf7cf949",-116.66,33.7689,"NCA","Peat","pollen","pollen","pollen",408,11446,11038,352,364.5,"summerOnly","T","Temp12k","positive",0.119,0.041,0.559,0.617,-1.314,6705,11446
"1147","SouthIsland.Williams.2005","GH7a27907e",172,-42,"NZ","Speleothem","d18O","isotope","isotope",508.015,12000,11491.985,22.6759999999995,22.6759999999995,"annual","T","Temp12k","positive",-3.194,-3.312,-3.322,-3.394,-3.435,3381.35,11392.533
"1148","Soylegrotta.Lauritzen.1999","PYTBSFC6CTW",13.68,66.62,"NEU","Speleothem","d18O","isotope","isotope",136.503,9955.222,9818.719,30.5750000000001,30.4249999999997,"annual","T","Temp12k","positive",3.337,3.244,3.374,2.911,1.184,4050.759,9721.163
"1149","SP02.Adams.2010","PYTRVU3SGRP",-83.29,68.55,"NEN","LakeSediment","TOC","biophysical","biophysical",0,8080,8080,65,70,"summerOnly","T","Temp12k","positive",5.759,9.698,4.746,1.651,NA,3842.941,7930
"1150","Spaime.Hammarlund.2004","PYTE4BGWG4T",12.32,63.12,"NEU","LakeSediment","chironomid","chironomid","chironomid",41.651,10470,10428.349,158.9015,156.207,"summerOnly","T","Temp12k","positive",9.127,9.564,10.104,9.591,11.029,10470,4081.596
"1151","Spannagel.Fohlmeister.2012","LPD74b7663d",11.6667,47.1167,"WCE","Speleothem","d18O","isotope","isotope",0,9930.6,9930.6,1.79999999999973,1.89999999999964,"annual","T","Temp12k","negative",-7.443,-7.55,-8.032,-7.945,-8.613,9738.7,510.9
"1152","SprucePond.Shuman.2016","WEB5c1c47dd",-74.2,41.24,"ENA","LakeSediment","pollen","pollen","pollen",100,12000,11900,60,75.9099999999999,"summer+","T","Temp12k","positive",22.01,22.382,22.556,22.33,21.551,5686,11958
"1153","SprucePond.Shuman.2016","WEBfc26d017",-74.2,41.24,"ENA","LakeSediment","pollen","pollen","pollen",100,12000,11900,60,75.9099999999999,"winter+","T","Temp12k","positive",-4.451,-4.596,-3.955,-5.131,-8.279,340,11764.25
"1154","SprucePond.Shuman.2016","WEB7576b2ac",-74.2,41.24,"ENA","LakeSediment","pollen","pollen","pollen",100,12000,11900,60,75.9099999999999,"annual","T","Temp12k","positive",3.239,3.539,4.034,3.22,0.866,5686,11958
"1155","SSDP_102.Kim.2004","T2L_SSDP_102_uk37_SST_from_uk37",128.881,34.953,"EAS","MarineSediment","alkenone","alkenone","alkenone",10,6880,6870,60,60,"annual","T","Temp12k","positive",21.924,21.356,21.409,NA,NA,1090,4390
"1156","StaroselskyMoch.Novenko.2018","RAftFZHtDFF",32.92,56.58,"WCE","Peat","pollen","pollen","pollen",0,9792,9792,145,145,"annual","T","Temp12k","positive",-0.667,0.583,1.217,-0.338,-2.522,5692,8557
"1157","Starvatn.Andresen.2008","PYTK1DNFLN5",-6.59,62.05,"NEU","LakeSediment","BSi","biophysical","biophysical",1521.231,11077.143,9555.912,38.77,38.77,"summerOnly","T","Temp12k","positive",NA,16.514,26.42,28.801,26.275,7072.273,4080
"1158","Station803.Bringue.2012","WEB1da17ab5",-135.8803,70.6328,"NWN","MarineSediment","dinocyst","other microfossil","other microfossil",256.45,4589.6,4333.15,70.6999999999998,70.6999999999998,"summerOnly","T","Temp12k","positive",5.543,5.436,NA,NA,NA,4540.2,1288.5
"1159","Stazersee.Heiri.2015","RdMYb0NYnMr",9.8689,46.4962,"WCE","LakeSediment","chironomid","chironomid","chironomid",2527.375,10497.529,7970.154,117.454,117.454,"summerOnly","T","Temp12k","positive",NA,11.557,11.924,11.88,11.664,4688.9,2981.824
"1160","Steel.Shuman.2016","WEBc195beb6",-94.68,46.97,"CNA","LakeSediment","pollen","pollen","pollen",0,12000,12000,94.695,102.8,"summer+","T","Temp12k","positive",19.04,21.146,21.329,20.185,18.389,7565.4,11950
"1161","Steel.Shuman.2016","WEB78de109e",-94.68,46.97,"CNA","LakeSediment","pollen","pollen","pollen",0,12000,12000,94.695,99.8450000000001,"winter+","T","Temp12k","positive",-13.097,-11.471,-12.5,-14.062,-13.816,5096.41,11500
"1162","Steel.Shuman.2016","WEB9789c890",-94.68,46.97,"CNA","LakeSediment","pollen","pollen","pollen",0,12000,12000,94.695,99.8450000000001,"annual","T","Temp12k","positive",-0.219,2.699,2.368,0.443,-1.23,5096.41,11500
"1163","StellaLake.Reinemann.2009","Ru90Iq5Epgy",-114.32,39.005,"WNA","LakeSediment","chironomid","chironomid","chironomid",0,6678.086,6678.086,74.368,74.368,"summerOnly","T","Temp12k","positive",10.656,10.101,10.289,NA,NA,186.926,1753.688
"1164","Straldzhamire.Tonkov.2009","RykWIZX4YJn",26.77,42.63,"MED","Peat","pollen","pollen","pollen",0,4366.56,4366.56,151.07,160.71,"winter+","T","Temp12k","positive",1.178,3.512,NA,NA,NA,2653.34,90.74
"1165","Straldzhamire.Tonkov.2009","RRIojtgUFtZ",26.77,42.63,"MED","Peat","pollen","pollen","pollen",0,4366.56,4366.56,151.07,160.71,"annual","T","Temp12k","positive",11.019,13.453,NA,NA,NA,3708.61,321.83
"1166","Straldzhamire.Tonkov.2009","ROXRKk6OjOr",26.77,42.63,"MED","Peat","pollen","pollen","pollen",0,4366.56,4366.56,151.07,160.71,"summer+","T","Temp12k","positive",20.861,23.394,NA,NA,NA,3708.61,321.83
"1167","SU81_18.Bard.2000","T2L_SU81_18_uk37_SST_from_uk37",-10.183,37.767,"NAO","MarineSediment","alkenone","alkenone","alkenone",400,12000,11600,321,357,"annual","T","Temp12k","positive",17.367,17.133,17.938,17.989,17.967,9372,11595
"1168","SudobleLake.Elovicheva.1985","RnKIwwjevU5",28.1,54.03,"WCE","LakeSediment","pollen","pollen","pollen",487.75,10837.33,10349.58,266.93,282.815,"winter+","T","Temp12k","positive",-6.681,-7.723,-4.877,-6.133,-11.183,6027.81,9956.83
"1169","SudobleLake.Elovicheva.1985","RKnJTIhDMzv",28.1,54.03,"WCE","LakeSediment","pollen","pollen","pollen",487.75,10837.33,10349.58,266.93,282.815,"annual","T","Temp12k","positive",4.908,4.28,6.047,5.151,1.428,6973.49,10473.595
"1170","SudobleLake.Elovicheva.1985","Ra2Ym2ZQjLK",28.1,54.03,"WCE","LakeSediment","pollen","pollen","pollen",487.75,10837.33,10349.58,266.93,282.815,"summer+","T","Temp12k","positive",16.497,16.282,16.971,16.435,14.038,6973.49,9276.82
"1171","Sutherland.Shuman.2016","WEB08ae101c",-74.2,41.39,"ENA","LakeSediment","pollen","pollen","pollen",44.4444,12000,11955.5556,81.3613999999998,81.3615,"summer+","T","Temp12k","positive",21.895,21.964,22.406,22.402,21.85,8015.7004,11698.2
"1172","Sutherland.Shuman.2016","WEBd9eb828a",-74.2,41.39,"ENA","LakeSediment","pollen","pollen","pollen",44.4444,12000,11955.5556,81.3613999999998,81.3614000000002,"winter+","T","Temp12k","positive",-4.077,-4.588,-4.858,-6.037,-7.63,1702.96426666667,11907.1443
"1173","Sutherland.Shuman.2016","WEBdfc3b3d1",-74.2,41.39,"ENA","LakeSediment","pollen","pollen","pollen",44.4444,12000,11955.5556,81.3613999999998,81.3614000000002,"annual","T","Temp12k","positive",3.392,3.205,3.512,2.919,1.57,6016.54,11907.1443
"1174","SV04.Rigual-Hernndez.2017","T2L_SV04_uk37_SST_from_uk37",13.899,74.957,"ARO","MarineSediment","alkenone","alkenone","alkenone",726,10486,9760,133.5,135,"annual","T","Temp12k","positive",9.124,9.196,9.865,9.902,10.189,9762,2707
"1175","Svanavatnet.Bjune.2008","PYTC5120NTS",14.05,66.44,"NEU","LakeSediment","pollen","pollen","pollen",0,8750.308,8750.308,116.299,116.6495,"winter+","T","Temp12k","positive",-5.511,-4.301,-4.496,-6.021,NA,5150.566,8354.999
"1176","Svanavatnet.Bjune.2008","WEBd214eb25",14.05,66.44,"NEU","LakeSediment","pollen","pollen","pollen",0,8750.308,8750.308,116.299,116.6495,"summer+","T","Temp12k","positive",11.51,12.499,13.327,13.641,NA,6660.397,484.196
"1177","Svanavatnet.Bjune.2008","RKGBoyglpjK",14.05,66.44,"NEU","LakeSediment","pollen","pollen","pollen",0,8750.308,8750.308,116.299,116.6495,"annual","T","Temp12k","positive",-0.827,0.272,0.588,-0.017,NA,6660.397,817.326
"1178","Svartvatnet-Norway.Seppa.2009","PYTF0TCBDSN",9.55,63.35,"NEU","LakeSediment","pollen","pollen","pollen",0,8938,8938,194,194.5,"summerOnly","T","Temp12k","positive",12.092,12.95,13.584,13.166,NA,5666,837
"1179","Svartvatnet-Svalbard.Luoto.2018","ROLIF2bYUKe",15.676,76.895,"ARO","LakeSediment","chironomid","chironomid","chironomid",0,5555,5555,130.5,131,"summerOnly","T","Temp12k","positive",4.606,5.92,6.544,NA,NA,5447,201.8
"1180","SwienskuhleDAHIII.Behre.1986","RLL7sC7ToiR",8.73,53.67,"NEU","Peat","pollen","pollen","pollen",317.38,7168.22,6850.84,94.2200000000003,93.8400000000001,"winter+","T","Temp12k","positive",2.22,1.638,0.573,NA,NA,369.01,3469.12
"1181","SwienskuhleDAHIII.Behre.1986","RLvTOvCOiO1",8.73,53.67,"NEU","Peat","pollen","pollen","pollen",317.38,7168.22,6850.84,94.2200000000003,93.8400000000001,"annual","T","Temp12k","positive",9.538,8.878,8.674,NA,NA,369.01,2836.68
"1182","SwienskuhleDAHIII.Behre.1986","RIp3Z76QSZU",8.73,53.67,"NEU","Peat","pollen","pollen","pollen",317.38,7168.22,6850.84,94.2200000000003,93.8400000000001,"summer+","T","Temp12k","positive",16.856,16.118,16.776,NA,NA,830.21,3602.68
"1183","SwietokrzyskieLake.Makohonienko.1991","RJScjIOuD1N",17.6,52.54,"WCE","LakeSediment","pollen","pollen","pollen",0,10811.15,10811.15,54.0799999999999,54.3799999999999,"winter+","T","Temp12k","positive",-3.222,2.911,2.576,-0.509,-8.485,7195.3,10526.725
"1184","SwietokrzyskieLake.Makohonienko.1991","RbBDRBGatdB",17.6,52.54,"WCE","LakeSediment","pollen","pollen","pollen",0,10811.15,10811.15,54.0799999999999,54.3799999999999,"annual","T","Temp12k","positive",7.026,11.524,10.724,8.027,1.563,7195.3,10249.75
"1185","SwietokrzyskieLake.Makohonienko.1991","RSl6G5DrD4D",17.6,52.54,"WCE","LakeSediment","pollen","pollen","pollen",0,10811.15,10811.15,54.0799999999999,54.3799999999999,"summer+","T","Temp12k","positive",17.274,20.137,18.872,16.563,11.611,4294.305,10249.75
"1186","Szymbark.Szczepanek.1989","RC2B0mY8ADP",21.1,49.63,"WCE","Peat","pollen","pollen","pollen",259.8,10319.83,10060.03,106.08,106.08,"winter+","T","Temp12k","positive",-2.797,-3.499,0.342,2.282,3.941,9829.31,4768.6
"1187","Szymbark.Szczepanek.1989","RPFV4gD5Gp5",21.1,49.63,"WCE","Peat","pollen","pollen","pollen",259.8,10319.83,10060.03,106.08,106.08,"annual","T","Temp12k","positive",7.011,5.614,8.344,9.265,10.798,10156.32,4768.6
"1188","Szymbark.Szczepanek.1989","RQiWIUs15zk",21.1,49.63,"WCE","Peat","pollen","pollen","pollen",259.8,10319.83,10060.03,106.08,106.08,"summer+","T","Temp12k","positive",16.818,14.727,16.345,16.248,17.654,10156.32,4103.79
"1189","TALDICE.Mezgec.2017","Rzr1TEfhyeB",159.18,-72.82,"EAN","GlacierIce","d18O","isotope","isotope",0,12000,12000,18,18,"annual","T","Temp12k","positive",-36.344,-36.196,-36.689,-37.188,-36.758,1392,442
"1190","TalkinTarn.Langdon.2004","R1QDGHIH68w",-2.71,54.92,"NEU","LakeSediment","chironomid","chironomid","chironomid",121.316,5758.571,5637.255,122.549,122.549,"summerOnly","T","Temp12k","positive",14.104,13.387,13.632,NA,NA,121.316,2572.297
"1191","TanaLake.Loomis.2015","NAm2kHydro255",37.3,12,"NEAF","LakeSediment","GDGT","other biomarker","other biomarker",397.063,12000,11602.937,217.48,213.23,"annual","T","Temp12k","positive",14.403,19.484,20.857,19.807,19.83,6570.267,1034.454
"1192","Tanganyika.Tierney.2008","WEB2f42be14",29.83,-6.72,"SEAF","LakeSediment","GDGT","other biomarker","other biomarker",1313,12000,10687,182,190,"annual","T","Temp12k","positive",NA,24.775,24.75,24.157,24.8,9178.5,11924
"1193","TangledUpLake.Anderson.2001","WEBb9f39481",-149.075,67.6667,"NWN","LakeSediment","d18O","isotope","isotope",0,6757,6757,71.5,74,"summerOnly","T","Temp12k","positive",-21.878,-20.237,-21.393,NA,NA,4593,1024
"1194","Tarnowiec.Harmata.1987","R3adlKbahdz",21.62,49.7,"WCE","Peat","pollen","pollen","pollen",475.16,10713.88,10238.72,226.07,221.53,"winter+","T","Temp12k","positive",-5.441,-1.054,-3.1,-2.046,-8.006,3893.34,10713.88
"1195","Tarnowiec.Harmata.1987","RPgvdkQ2iJm",21.62,49.7,"WCE","Peat","pollen","pollen","pollen",475.16,10713.88,10238.72,226.07,221.53,"annual","T","Temp12k","positive",2.755,8.467,6.616,7.67,3.378,4366.09,10713.88
"1196","Tarnowiec.Harmata.1987","RkAjgi0iAKl",21.62,49.7,"WCE","Peat","pollen","pollen","pollen",475.16,10713.88,10238.72,226.07,221.53,"summer+","T","Temp12k","positive",10.951,17.987,16.331,17.386,14.761,4366.09,1535.19
"1197","TauldintreBrazi.Toth.2015","RGDTw0z1ByL",22.9017,45.3964,"WCE","LakeSediment","chironomid","chironomid","chironomid",2050,12000,9950,85,85,"summerOnly","T","Temp12k","positive",NA,10.733,11.122,12.613,12.135,9327,11483.564
"1198","TaulMuced.Diaconu.2017","RFipONYZrE4",24.545,47.5739,"WCE","LakeSediment","chironomid","chironomid","chironomid",0,6625,6625,98,97,"summerOnly","T","Temp12k","positive",13.309,14.035,13.685,NA,NA,4474,602
"1199","Temje.Nazarova.2013","RZHD2qbGw9D",129.48,62.05,"ESB","LakeSediment","chironomid","chironomid","chironomid",0,10035,10035,189,189,"summerOnly","T","Temp12k","positive",16.857,16.08,17.388,16.995,16.691,6453,3647
"1200","TiancaiLake.Zhang.2017","R00MppLNlF5",99.72,26.63,"SAS","LakeSediment","chironomid","chironomid","chironomid",0,12000,12000,55,55,"summerOnly","T","Temp12k","positive",7.643,7.766,8.111,8.107,7.757,7190,3408
"1201","Tiavatnet.Seppa.2009","PYTHS3BFBJ9",9.42,63.05,"NEU","LakeSediment","pollen","pollen","pollen",0,8988,8988,104.5,104,"summerOnly","T","Temp12k","positive",11.12,11.803,12.469,13.078,NA,7530,901
"1202","Tibetanus.Hammarlund.2002","PYTUVY5YO9W",18.7,68.33,"NEU","LakeSediment","pollen","pollen","pollen",39.4,10237.5,10198.1,236,236,"summerOnly","T","Temp12k","positive",10.216,11.412,13.027,12.731,11.29,5910,1590.7
"1203","Tigalmamine.Cheddadi.1998","RiFf6Q0GKhT",-4.65,32.9,"MED","LakeSediment","pollen","pollen","pollen",0,12000,12000,113.0786,119.3296,"winter+","T","Temp12k","positive",3.55,4.55,3.944,5.975,5.92,11317.33335,1598.8285
"1204","Tigalmamine.Cheddadi.1998","RiB0APxe8nT",-4.65,32.9,"MED","LakeSediment","pollen","pollen","pollen",0,12000,12000,113.0786,119.3296,"summer+","T","Temp12k","positive",22.333,22.288,22.1,23.613,23.48,7336.7598,3214.2857
"1205","Tigalmamine.Cheddadi.1998","RGoGCWU3ZCt",-4.65,32.9,"MED","LakeSediment","pollen","pollen","pollen",0,12000,12000,113.0786,119.3296,"annual","T","Temp12k","positive",-0.601,-0.124,-0.52,1.251,1.157,11231.5,1598.8285
"1206","TK2.Porinchu.2019","WEB1a9dec29",-104.9457,66.3476,"NEN","LakeSediment","chironomid","chironomid","chironomid",0,9980,9980,159,154,"summerOnly","T","Temp12k","positive",10.004,9.245,9.253,8.78,9.466,8917,9178
"1207","TN057-17.Nielsen.2004","WEB0b81d9ad",6,-50,"SOO","MarineSediment","diatom","other microfossil","other microfossil",0,12000,12000,45.27,45.27,"summer+","T","Temp12k","positive",5.496,3.17,3.407,4.243,4.315,0,9250.46
"1208","TN057-17.Nielsen.2004","WEB655ed0a8",6,-50,"SOO","MarineSediment","diatom","other microfossil","other microfossil",0,12000,12000,45.27,45.27,"winter+","T","Temp12k","positive",3.115,0.63,0.877,1.461,1.583,0,4248
"1209","TN057-17.Nielsen.2004","WEBc643c8dc",6,-50,"SOO","MarineSediment","diatom","other microfossil","other microfossil",0,12000,12000,45.27,45.27,"annual","T","Temp12k","positive",4.308,1.903,2.144,2.852,2.949,0,9250.46
"1210","TN062-0550.Barron.2018","WEBe7dad2eb",-124.573,40.8656,"WNA","MarineSediment","pollen","pollen","pollen",284.48,6231.4,5946.92,68.0300000000002,68.0300000000002,"winterOnly","T","Temp12k","positive",3.584,9.295,12.366,NA,NA,5940.03,352.68
"1211","Topptjonna.Paus.2011","RNOeIkUQCVD",9.67,62.38,"NEU","LakeSediment","chironomid","chironomid","chironomid",6133.42770000006,11823.5300000001,5690.10230000004,79.0285000000194,78.2912000000097,"summerOnly","T","Temp12k","positive",NA,NA,9.885,10.473,9.73,9327.83330000006,11362.420925
"1212","Tornetrask.Grudd.2002","PYT581AWKCZ",20,68,"NEU","Wood","TRW","biophysical","biophysical",0,7356,7356,1,1,"summerOnly","T","Temp12k","positive",8.956,8.547,8.672,NA,NA,2479,2279
"1213","Toskaljavri.Seppa.2002","RTOk5mcjdOx",21.47,69.2,"NEU","LakeSediment","chironomid","chironomid","chironomid",0,9500,9500,85.7145,71.4290000000001,"summerOnly","T","Temp12k","positive",9.278,9.923,9.747,9.67,9.578,4214.286,125
"1214","TourbieredeLanorieHenri.Comtois.1982","M2Lvr18g4z8P",-73.3,45.99,"ENA","LakeSediment","pollen","pollen","pollen",265,6620,6355,223.5,223.5,"summer+","T","Temp12k","positive",19.786,19.764,19.829,NA,NA,2507.33333333333,3159
"1215","TourbieredeLanorieHenri.Comtois.1982","M2Ls7w55knhP",-73.3,45.99,"ENA","LakeSediment","pollen","pollen","pollen",265,6620,6355,223.5,223.5,"winter+","T","Temp12k","positive",-11.471,-11.964,-11.774,NA,NA,3159,4329
