,Dataset,TSid,RecordLength,RecordMedianResolution,AgeControl_n,AgeControl_Gap,pvalue,rvalue,RMSEvalue,QC,MeasUncertaintyTSid
1894,Storsandvatnet.Birks.2012,lcRsxQJCal75WkUpl5m,11880,145,9,3550,0.022,0.54,207.66,TRUE,lcR9knvJS7H2iMCBKWu
1895,StotzelLeisSite.Shane.1976,lcRHazWe1KbWVohSZXh,11510,120,5,6250,0.002,0.77,100.97,FALSE,lcRwFYBlSBg323lijn0
1896,StotzelLeisSite.Watson.2018,lcRkUCr8do3qjVT05W9,11950,70,6,7750,0.497,0.53,72.06,FALSE,lcRui0gcmouEmcqXeQO
1897,Stoyanov2.Artyushenko.1982,lcRAc2qDe8EeGsYdFtz,8410,215,8,1800,0.623,0.19,83.12,FALSE,lcRwWUNSoEFUxUmtqtb
1898,Straldzhamire.Connor.2013,lcR0aDYyLrxCMKEkXI7,8020,245,6,3270,0.014,0.28,97.22,TRUE,lcRn0JHNjTdKMMqA8eP
1899,Straldzhamire.Connor.2013,lcRHu7FnsLFSk6VcjEB,6650,430,2,2720,0.601,0.28,64.84,FALSE,lcRzIT1Agp7l3Fzxmch
1900,Straldzhamire.Tonkov.2009,lcRyf5ECfdUuscy1RT4,4440,150,4,2450,0.013,0.37,86.94,TRUE,lcRGpYWCvxeUClcBQba
1901,Strazenskaslat.Svobodova.2001,lcRmXBJKIFrDQYr3XF7,11240,160,2,9290,0.75,0.33,191.06,FALSE,lcRK6SY0Q1Vn1TzzvUK
1902,Strbskepleso.Rybnickova.2006,lcRvUGlcU4VhzRIK3OW,4370,100,5,1550,0.537,0.21,57.38,FALSE,lcRCHlVGBMXoHuaAcsA
1903,StShotts.Irwin.1994,lcR95Q36BUKZj9DbuUr,5830,260,2,4710,0.156,0.27,90.44,FALSE,lcRsvSE1pTAMSZoLeVY
1904,StShotts.Irwin.1994,lcRlfT6IgyT3eTRN0bt,4190,360,2,2070,0.982,0.12,53.74,FALSE,lcRiqfGW01xgSIyfgIJ
1905,StShotts.Irwin.1994,lcRBpnTC4KtHz8wWqks,4250,250,2,2500,0.787,0.04,62.54,FALSE,lcRSHyJhEoPwf2E6zhN
1906,Stupino.Neustadt.1957,lcRgcM1hHXtTzjy5cwF,6600,260,4,2360,0.704,0.35,49.73,FALSE,lcRpPxoXdBmakRpRV8u
1907,Styggtjarnen.Giesecke.2005,lcR4l0L8xuHdTs39hQR,9270,110,6,3380,0.073,0.3,73.8,TRUE,lcRHkvnPrZRGjqiD2hg
1908,SuancigouFeng.Feng.2007,lcRIRKZF3kb47lCPFPy,0,0,0,0,NA,0.67,100.56,FALSE,lcRIe2Wf7ff6EI51TDW
1909,SudduLacduNoyer.Richard.1977,lcRq0KRMQAjwT0PVxox,11020,280,5,5750,0.068,0.61,102.54,FALSE,lcRrTFW0TV12Wb14vtO
1910,SudobleLake.Elovicheva.1985,lcRYR1SVCS4M1mdG6Hg,11580,270,6,2710,0.013,0.28,82.7,TRUE,lcRmKmgO39SbhedIZfd
1911,Suftenenegg.Welten.1982,lcRwQXynqtyvB3PK62c,11140,405,3,4010,0.824,0.19,128.11,FALSE,lcRfkd0Txq75lQLOe4J
1912,SugarloafPond.BrownMacpherson.1982,lcRCPg79T5zj18WUmZ5,10660,120,6,6400,0.002,0.55,181.97,FALSE,lcRKOYz1WrBma6lPkFY
1913,SuhoezeroII.Bozilova.1979,lcRPRxW6QoWtbtOQPZa,11850,75,1,6420,0.009,0.48,213.31,FALSE,lcROt0qYdscaaT5qnk4
1914,Sujiawan2006.Feng.2006,lcR6LwNZEaYz3x2uJ72,10570,120,7,3340,0.154,0.43,84.78,FALSE,lcR7ZWydg3PBulexrjG
1915,SulphurLake.Lacourse.2000,lcRrMNfdsRmvjy4ZU6B,12010,120,6,4320,0.798,0.44,90.53,FALSE,lcRRRvKXJkvUC6U0hdw
1916,SuminskoyeZaimitschyePeatExposure.Anderson.2002,lcRe4EeCpfCqZBulMWM,3220,130,7,1540,0.13,0.53,55.78,FALSE,lcRJCP55KUyswMDozZn
1917,SummitLake.Calder.2016,lcRu3bmgsrvh6uUNUZb,2910,40,11,1110,0.006,0.44,100.29,FALSE,lcR7I18BNtV0oZ1NItw
1918,Sumxi.VanCampo.1993,lcRZ2NfCEXVXXYBwPYx,11920,100,0,11920,0.617,0.4,65.12,FALSE,lcR5lrxhr1K5F0bG4Wg
1919,SunkenIslandLake.Anderson.2019,lcRaFXhRQ7JgEbXpQBv,12020,230,14,2070,0.631,0.19,123.62,FALSE,lcRrppZTpyQNbHNnAtE
1920,SunmoonLake.Lu.1996,lcR5lcyM6PsfClhrGPg,11980,110,0,11980,0.47,0.75,278.64,FALSE,lcRTGz8AHd0mVe4W4hG
1921,SunsetLake.Pisaric.2001,lcRUnmi2wWTUYdHrkb5,8570,250,4,2920,0.134,0.49,101.84,FALSE,lcRww03uKEu6G680ml4
1922,Suollakh.Andreev.1991,lcRvjyhdKLXc5wA01HQ,9140,155,6,6380,0.036,0.23,47.82,FALSE,lcRarqtf36RAIrJQysM
1923,Suoma.Lei.1990,lcRCcMY4kUCXTWL8T1C,10440,900,2,8010,0.224,0.54,99.25,FALSE,lcR5IaCLVqTdWAs4tlE
1924,Suovalampi.Hyvarinen.1975,lcRsfKMGfvJHl8XASC6,10570,310,5,3410,0.931,0.27,121.32,FALSE,lcRfhULyja4Jzx6dC3G
1925,SurpriseLake.Mathewes.1973,lcRA3NPu3QA8NDOxRZx,11910,200,4,3960,0.793,0.38,427.87,FALSE,lcRTgtlQ3yPhwcsN4LX
1926,SutherlandPond.MaenzaGmelch.1997,lcRNeXlcRC55kvkgWRL,11850,80,9,3380,0.206,0.55,142.82,FALSE,lcRgOnayuJ6k95xr6eu
1927,Svarcenberk.Pokorny.2002,lcRDpO3gqiZvKzJ4oIc,6860,80,3,3710,0.256,0.44,205.91,FALSE,lcRfWIB8KbuEWxUAGEX
1928,Svartvatnet.Birks.2012,lcRKJqcToTVwvmD59ym,11980,190,9,1820,0.025,0.51,222.79,TRUE,lcRmpnaINWmxkajfUpF
1929,SvatoboriceMistrin.Svobodova.1989,lcRyY8us0XnFvl0iGrN,8260,170,5,2210,0.011,0.3,108.81,TRUE,lcRuvMknPd9pNTcFiYn
1930,SvenceleBog.author.1111,lcRaRjP3JKMmyWbjhW3,7390,140,4,2290,0.022,0.37,119.54,TRUE,lcRUEsHu1PtewIHfIJw
1931,SwampbuggyLake.Rohr.2001,lcRRMCoTqUxIBPKGqtp,8170,220,10,1300,0.004,0.19,30.87,TRUE,lcRCPjwIJC6NvBbNNqZ
1932,SwampLake.Smith.1989,lcRi5ZAGVIf7Qc2lXyX,11610,265,4,3760,0.534,0.37,147.3,FALSE,lcRUlLPCaZaseT7NX1L
1933,SwanLake.Albert.2005,lcRQlY3C1VLbuOFJ7WY,7310,300,4,4040,0.042,0.4,54.39,FALSE,lcR1AsnGXqH0YsAsrdM
1934,SwanLake.Bright.1966,lcR4CyhySjG4m7NqfmX,11910,370,2,9900,0.007,0.22,84.89,FALSE,lcRXP4dXi4w8mIBI4Wy
1935,SwanLake.Stuiver.1969,lcRftBshM3yqeq3zYcO,10110,455,2,6000,0.164,0.18,76.3,FALSE,lcRc8W3LJ8fhmDbzcpX
1936,SwansonFen.Jones.2010,lcRIPkmlF8vQqhVbRMQ,11990,160,6,4120,0.568,0.6,148.75,FALSE,lcRwfpy9yMv2GMtBdwD
1937,SweetLittleLake.Ritchie.1984,lcR2EK8AEqvBmfwZTiK,11810,190,4,3650,0.739,0.51,70.49,FALSE,lcROtwJMjKkupKLR3Pz
1938,SweetonPond.Nanavati.2019,lcRrHF6xVpRrvQx6OHh,1870,30,11,530,0.196,0.57,102.13,FALSE,lcRpe3swrbOdhd6MvUA
1939,Syrjalansuo.author.1111,lcRrhoJvsplHztMJCh5,11930,130,7,2310,0.701,0.26,83.51,FALSE,lcRuj7fUyfoNtrNUqOF
1940,SzaboPond.Watts.1979,lcRT57zpzE44mAneMKt,11730,770,1,9520,0.438,0.36,136.63,FALSE,lcRSBuXQ2ecJHsfxkOr
1941,Szymbark.Gil.1974,lcR5EDjAzNOEmLDa5pG,10690,110,5,3390,0.459,0.28,155.4,FALSE,lcRuPQodFM5Vg6NDMPE
1942,TaibaiLakeTN1.Tong.2009,lcRWFZqDQ0gBWHrgfZG,1350,10,5,520,0.455,0.78,72.61,FALSE,lcRvXggpAY0Bu5pMysZ
1943,TaloyeLake.Anderson.2002,lcRHp6Y276yrGOUXyDJ,10440,310,7,4730,0.809,0.02,17.09,FALSE,lcRzpVvtZkVYwCWZkzA
1944,TamarackCreek.Davis.1977,lcRYy8nKYajxdSAwI83,5140,130,4,1720,0.814,0.56,70.29,FALSE,lcRQ5ywgMzTyjt5a9na
1945,Tangbei94A.Xia.1996,lcRVlPS813Xqdl9Zo77,5740,110,3,2730,0.55,0.47,65.96,FALSE,lcRoZXOAmAxSYURJi2s
1946,TangleLakes.Ager.1981,lcR4bKnn7hrqLKgZGr3,5360,170,2,2890,0.071,0.18,37.35,TRUE,lcRWycpCJLivxStP14e
1947,TankHillRoad.Waller.2012,lcRPLB3JC5TWUewUpki,730,20,6,530,0.177,0.16,96.75,FALSE,lcRDOWoGfs6ZjU2x2x4
1948,TannersvilleBog.Cai.2011,lcRN9jLijlW2EckKdV5,11410,90,11,2930,0.265,0.56,111.09,FALSE,lcRdzyG74i6vP3uTwOF
1949,TannersvilleBog.Watts.1979,lcR5kzVg4vaYaSst38Q,11770,170,3,5190,0.028,0.57,126.58,FALSE,lcRL0TPCplhSN0diU6Q
1950,Tanneurs.Visset.2001,lcR4zjembOPKVfwZnSj,9440,80,4,3820,0.001,0.25,185.42,FALSE,lcRmbzpDVMDkdbGrnA9
1951,TaquitzMeadow.Wahl.2002,lcRJoMHzM99Y8mFYx5q,8950,370,8,2330,0.737,0.19,70.67,FALSE,lcRPyXMuaz3IklHUa3h
1952,TarnawaWyzna.RalskaJasiewiczowa.1989,lcRfqZcdPfZOTCZ2XTV,9120,100,5,4750,0.039,0.17,94.92,FALSE,lcRgxjeFNVn340onZpI
1953,Tarnowiec.Harmata.1987,lcRMulrAp5aAdzc2HDS,11420,185,8,2770,0.496,0.31,118.19,FALSE,lcRwVpAmbaXa5Jv0tst
1954,Tauernmoos.Krisai.2006,lcRc44OYiBUEmP6nOCC,10960,320,2,7800,0.022,0.34,225.94,FALSE,lcRgly0mZhUgHGzH6gS
1955,TaulZanogutii.Farcas.1999,lcRLTwUkmqSqLkVpHAA,11890,70,10,3130,0.076,0.41,170.42,TRUE,lcRVG1E1OChMQQZhV3y
1956,TaupawshasBog.Dunwiddie.1989,lcRiXH8nHQbDD5xxyD9,11340,390,2,5580,0.073,0.54,119.42,FALSE,lcRJbN3ZucjBgbnyGIY
1957,TawnyPond.Keizer.2015,lcRdbhcQvWHCM2IjEQl,1030,10,17,470,0.071,0.35,81.17,FALSE,lcRFVOvj32hcTWxAiwn
1958,TaylorCreekSite2.Willard.1997,lcRlLjiUgmLkTgbDVZ6,820,10,3,590,0.186,0.23,94.29,FALSE,lcRfAF620E9OAM2GSAz
1959,TaylorLake.Long.2002,lcRdS5DDFcpoNkFmck3,4760,140,5,1490,0.018,0.27,231.99,TRUE,lcR9mvFU4IT9fXK50Yh
1960,TaylorSloughSite15.Willard.1997,lcRFVnAKGDMz7qD5yIG,750,35,5,330,0.06,0.46,104.91,FALSE,lcRmrqx77jDkWARSvAl
1961,TaylorSloughSite7.Willard.1997,lcRV40Ju9V3U93sFm1x,3990,230,4,1330,0.001,0.38,66.18,FALSE,lcRaWCX5aMBg9oVL3WQ
1962,Teanga.author.1111,lcR0uYuEEIS1kWZBOF9,11180,185,9,3010,0.533,0.14,157.21,FALSE,lcRHQCsPlEYePWeeATX
1963,TegelerSee.Brande.1996,lcRb0saw1h7jilQ5Mis,11700,50,3,6710,0.204,0.23,98.02,FALSE,lcRsBJLgB0jKyA9eaXA
1964,Teguldet.Blyakharchuk.1989,lcRdc6CleoA0CjUB94L,7310,130,3,4220,0.132,0.22,78.68,FALSE,lcRqJtetxrq91TB1W1i
1965,TenaghiPhilippon.Turner.1975,lcRDJbS3a5T15pmKFwF,5810,210,6,3370,0.17,0.22,102.66,FALSE,lcRXXPlhGHyqKgCUoDh
1966,TenMileLake.Anderson.1994,lcR5kDhyAGAtN08JBX5,11820,415,3,4640,0.003,0.43,53.98,FALSE,lcRwK1mD8kvoMRbxvQm
1967,Teplickeudoli.Kunes.2000,lcRVD0ZJSMnlr3VKtzy,8360,130,5,2680,0.343,0.43,203.37,FALSE,lcRoKKmsUgXd340yJsF
1968,TheDowelsWallandmarsh.Waller.1999,lcRvJOZ0q2VWf0EV711,4280,110,4,1310,0.438,0.29,154.71,FALSE,lcRi5SnPVnwblXs7So3
1969,TheMereStowBedon.Bennett.1986,lcRhPUJKFlTIX4UsCYY,9100,70,9,3880,0.405,0.34,207.08,FALSE,lcRn0ZRVTt5Pd1uDMeG
1970,Thibaudeau.Dredge.2003,lcRLkwLuI5QqKMFOhmb,7370,130,3,4150,0.328,0.38,87.32,FALSE,lcRVra0OHc9dK7ASYKc
1971,ThompsonLanding.Nichols.1975,lcRQFijFYlXgRNxWXQ5,4000,60,4,2160,0.075,0.25,83.53,FALSE,lcRgbvW3SLycqXRbJiG
1972,ThorpeBulmer.Bartley.1990,lcRMHdkIPz0U2kFuDJ1,11900,50,5,8570,0.29,0.36,230.98,FALSE,lcRkhYCddf33xca5xtU
1973,ThreePinesBog.Gordon.1990,lcRg4KnFpsOPWcG78tP,7430,180,2,3830,0.013,0.58,77.91,FALSE,lcRdtFn3JZDVd29Aljb
1974,TianchiLake.Sun.2011,lcRdGds9oOLVuJWyouN,5980,80,19,730,0.006,0.57,96.09,TRUE,lcRsJce1QhERZ7SW4AT
1975,Tiavatnet.Birks.2012,lcR5yi0K8vaJ1pDMGjM,12020,110,7,2670,0.019,0.52,198.15,TRUE,lcRTlSiTYoPctUaW9a6
1976,TiinkdhulLake.Anderson.1988,lcR1Da8E2pdHYtzhOJ8,11600,250,3,6120,0.741,0.41,44.05,FALSE,lcRdpyH3aGP1x0laj5p
1977,TikhangouExposure.Anderson.2002,lcRNrMy6O1SE2nk0yvX,11670,625,4,4140,0.02,0.73,103.44,FALSE,lcRCjJY6LQzOjKOZ4VD
1978,TilburyFort.Batchelor.2009,lcRcKcuIdEGKfIxigwi,6280,200,4,2010,0.73,0.3,139.48,FALSE,lcRuriCaZwFzfGsxOq1
1979,TinyLake.Galloway.2006,lcRgFV0FMjO0E9PAA5P,12050,200,1,7750,0.156,0.65,374.36,FALSE,lcR4CatTFDKPO5dAhPw
1980,TiogaPassPond.Anderson.1987,lcR87uwkt1JVsPUAXqa,10520,290,4,2890,0.039,0.37,130.37,TRUE,lcRVbYGPmUhi3LGq0Vh
1981,Tisice.Dreslerova.2004,lcR33gJ8RjhqtcTrglm,4440,100,4,2040,0.163,0.16,66.28,FALSE,lcR5Jthp0nNUQYLxHdi
1982,TiticutSwamp.Bender.1981,lcRF3K1F1tVAoVPR7tm,12090,160,5,3170,0.438,0.52,114.8,FALSE,lcRzsx8pGMy2wdeJppS
1983,TK2Lake.Seppa.1996,lcRoMS6CyxNpWzDJtxL,9560,200,8,2450,0.395,0.32,56.38,FALSE,lcR7y7ebJTa1ZaPU7ai
1984,Tlstahora.Rybnickova.2005,lcRtqapfWlGeedhj31W,4600,70,4,2050,0.085,0.3,112.3,TRUE,lcRK1krnfXeEWUfHaXx
1985,TobogganLake.MacDonald.1989,lcRAxGlgnPK96enDRPu,11500,230,6,4270,0.057,0.37,113.04,FALSE,lcRZ46PZPGcBwEsECCm
1986,TolmachevskoKrivodanovskiiPeat.Anderson.2002,lcRkIcOc1Wj99Lp9cJm,10340,470,5,3700,0.074,0.54,71.65,FALSE,lcRmvseKUlCAKBSYaZP
1987,TomRiverPeat.Anderson.2002,lcRWjXOvOXsBSuCZKoz,10190,260,6,2350,0.098,0.3,69.3,TRUE,lcRxBu6UtvwUwSVpoiL
1988,TomSwamp.Gaudreau.1986,lcRSaiLxqwckQer69iU,11280,280,6,4980,0.29,0.61,104.26,FALSE,lcRJTd6ZDDFlXwHJpuh
1989,TonawaLake.McAndrews.1993,lcRjfDe32K6nkgS8pdF,11810,210,2,6640,0.019,0.54,99.98,FALSE,lcRp0sE2dlNHtOlIwit
1990,Tondi.Kimmel.1996,lcRAw9cOMQuTV5tQ7Q1,5820,90,3,2000,0.306,0.4,117.13,FALSE,lcRk9t5rzyJ9k5hHWAN
1991,TonquinCreek.Kearney.1981,lcRtL4p9LQJlSER1AGi,11390,330,4,3950,0.705,0.16,53.68,FALSE,lcRFQ8HSLgNxCfo6yig
1992,TopLake.McLaren.2008,lcRIlvLR51yDIH0O8rk,11760,690,2,5870,0.539,0.67,272.5,FALSE,lcRvL2LI5EEFH1kCnAh
1993,TorbieradelBiecai.Ortu.2008,lcRE4pOH2KOyORU4dOd,10940,120,5,4930,0.04,0.42,209.24,FALSE,lcRtXZXzytpXCvlyP0I
1994,Torveraz.Miras.2006,lcRIuwdrqmLTdWuj6QB,8140,165,5,5740,0.526,0.23,156.95,FALSE,lcRLkrFlz2sQdhq07vh
1995,TourbiereCaribou.Richard.1977,lcRK61Zqovd5AsakNEX,4290,290,2,2880,0.006,0.59,93.11,TRUE,lcRU5tH3reQJjfqurYD
1996,TourbieredeCenseau.Gauthier.2001,lcRYEHb4dUtkKdD4zsb,2460,50,2,980,0.464,0.14,176.37,FALSE,lcRBxffNbeccTGtMvSb
1997,TourbieredeChabannes.Miras.2004,lcRBA6bMOqZysz9pF3R,7710,190,3,2260,0.161,0.32,220.65,FALSE,lcR2gI9WhfnNWfMxhiF
1998,TourbieredeChavannes.Vanniere.2005,lcRMxHDoLhQXnlsr2mu,6170,255,3,2500,0.3,0.21,119.94,FALSE,lcRhr7rslRQjqliSslc
1999,TourbieredeFarnham.author.1111,lcRPx9RnH4WEebS5UgR,9630,320,4,5970,0.018,0.54,101.03,FALSE,lcR1OjC9j6L6HT0VnVj
2000,TourbieredeGatimort.Pulido.2006,lcRqcnQVCvfdS5uVZs8,7690,85,4,5140,0.007,0.16,103.14,FALSE,lcRUoFXTb1XYmojSSj4
2001,TourbieredelaLande.Pulido.2006,lcRZgqRfwDWqi1fNgxF,5220,170,5,2220,0.037,0.17,199.6,TRUE,lcRq2CGKaATNQhIk4uk
2002,TourbieredeLandemarais.Visset.1989,lcRcQDYa2PFnLUHGKOh,980,30,3,420,0.059,0.11,173.58,FALSE,lcR3Seev0XA8Fgoum4j
2003,TourbieredeLanoraieCOTEAUJAUNE.Comtois.1982,lcR1A1e4eCK8RCZbrM1,8190,260,5,3230,0.013,0.55,81.72,TRUE,lcRMfvd3JvMi0vHSuFo
2004,TourbieredeLanoraieHENRI.Comtois.1979,lcRoKX8gcqh2FD8fPfU,7030,250,6,2440,0.419,0.46,70.69,FALSE,lcRX7P596Aekuu7xgsa
2005,TourbieredeLanoraieJOSEPH.Comtois.1979,lcRpyDk4K0BC1fHmny3,8270,410,4,3030,0.005,0.58,72.57,FALSE,lcRfgN4mdKE9RcrVoBK
2006,TourbieredeLanoraieSTJEAN.Comtois.1979,lcROauZ0E6EMlpLEs8f,5970,95,4,2330,0.032,0.64,107.88,TRUE,lcRp4Ft9D8Zr4YJpYc0
2007,TourbieredelaRibiereNegre.Miras.2004,lcRFZyMt32lkZccPBUs,10630,220,4,3210,0.404,0.13,169.03,FALSE,lcR7DgJgzJR9z2irPNj
2008,TourbieredelaRiviereauxFeuilles.Richard.1981,lcRcQZZjAsuZ0WKGpDs,2750,210,4,1570,0.07,0.37,39.44,FALSE,lcRQvfJVadpysllixnJ
2009,TourbieredeLongeyroux.Miras.2004,lcRCS5X9EsMJSt4Ivks,2060,70,4,3570,0.526,0.24,169.69,FALSE,lcRZpGwKZSXfM3c2ODi
2010,TourbieredeMontSec.Nakagawa.1998,lcRfGn0aoPj2oyWLrMs,11900,120,7,5370,0.253,0.17,237.85,FALSE,lcRQEinfSOKu30q8ooT
2011,TourbieredeMurdeSologne.Planchais.1970,lcRHobXDWy6anijx1f1,9520,170,4,6120,0.732,0.45,180.47,FALSE,lcRBl6WF5IyYJPaCXh7
2012,TourbieredeNarbief.Gauthier.2001,lcR4Y1VfXfahllJAWXM,5530,40,4,1980,0.196,0.17,209.72,FALSE,lcRpYQ7FUSJDj5QvoX6
2013,TourbieredeNay.Ouguerram.2002,lcRsOSDad7TevQXsRIS,7410,50,8,1830,0.381,0.28,136.71,FALSE,lcRiQ1GxZRfrneEVUJb
2014,TourbieredeParcaysurVienne.Cyprien.2006,lcRcR80wTm1A4RAUIRb,11040,160,9,2600,0.07,0.3,184.73,TRUE,lcRG7sTeFHdJELlMmT0
2015,TourbieredePilaz.Brugiapaglia.1996,lcRYsWBbP7T0Zywpnva,12010,120,6,8440,0.317,0.47,225.05,FALSE,lcRA8LEz7j8AJeAY5EE
2016,TourbieredeRoussy.Miras.2004,lcRKkH0jMtwlgHnf3XW,11830,170,4,4450,0.513,0.14,177.76,FALSE,lcROS7s7DTeCwuGFKxu
2017,TourbieredeSantaAnna.Brugiapaglia.1996,lcR6iMCUUttv3LfZ97j,10370,410,4,4590,0.523,0.12,138.03,FALSE,lcRTLbbnjpctFLrkM4s
2018,TourbieredesNarsesMortes.deBeaulieu.1974,lcRRIRNjZ3VltaIOB3I,9970,320,3,4810,0.843,0.24,69.15,FALSE,lcRwZIYMBmd1AluWDvp
2019,TourbieredesNarsesMortes.Pulido.2006,lcRq3PnJoSTg40GWIL2,2600,40,7,750,0.301,0.12,115.73,FALSE,lcRdxbYXWexuuCcBbNz
2020,TourbieredulacJoncas.Richard.1977,lcRlqIgmmu0bCDZuPjL,9210,180,2,5340,0.123,0.6,125.73,FALSE,lcRvRaEKWNhfTwCb2uN
2021,TourbieredulacMalbaie.Richard.1975,lcRNZ2S1xOLKU7RuiaT,10490,455,2,4740,0.013,0.63,108.63,FALSE,lcR6aSUNKWRKTwx5u7R
2022,TourbiereduMoudePleure.Gauthier.2001,lcRY3caP7jnj4mBLN2o,2710,70,4,940,0.365,0.14,91.44,FALSE,lcRRQ4txZ0wXPepqsiW
2023,TourbiereduPeschio.Pulido.2006,lcRw42ai03YAwD4En3b,5770,150,4,1790,0.083,0.15,100.93,TRUE,lcRCUlisLg4KRM763nq
2024,TourbieresdesGrangesdesChavants.Reich.1989,lcRe7HgwgoHhPrI7iIY,11930,80,6,4170,0.014,0.44,272,FALSE,lcRK5VR4fdnp4y0JiG2
2025,Tourves.NicolPichard.1987,lcRxMTdL7Q23gocLa1u,10410,130,5,3680,0.184,0.45,177.13,FALSE,lcRH0fPZgFPs1ci4lfT
2026,TousheLake.Liew.1998,lcRJEPFQy3pChXXHrvn,10260,110,17,8920,0.097,0.37,134.47,FALSE,lcRBinbFb8ewrkQebut
2027,TowerLake.Jackson.2014,lcRMgbbIFcKqZjb3JPJ,7090,20,11,1240,0.578,0.58,81.06,FALSE,lcRrZifWEIHShdSlNuD
2028,TowerLake.Jackson.2014,lcRqrBKjHq0zhrk7oPY,1260,140,2,1250,0.647,0.11,71.59,FALSE,lcR7e5RSRxDSpf9dJa1
2029,Trettetjorn.Bjune.2005,lcR5MPWfK6sspyzNqi4,11880,210,8,3390,0.025,0.44,140.85,TRUE,lcRWhI8ZkUe4meqUwjh
2030,TriangleLakeBog.Jensen.2021,lcRGEQpraYQSDDJORr8,3060,80,3,5990,0.088,0.63,93.15,FALSE,lcRE8WRwM7IaStyB6ix
2031,TrinityRiverbayhead.Anderson.2008,lcR0ZF4lPlyV90vRjlh,1050,30,6,2860,0.749,0.46,52,FALSE,lcR9MkGvsHRGprTRlSJ
2032,TroarnSaintSamson.Lespez.2010,lcRu4yXp3wwLjp0Lsnb,4990,120,5,1440,0.589,0.24,168.09,FALSE,lcRSh29fiM6ivYzA34e
2033,TroarnSaintSamson.Lespez.2010,lcR7lnczhhWSUhBzFx9,4200,155,2,2210,0.065,0.22,120.85,TRUE,lcR3ALjXae3R5VBjSdP
2034,Trogenmoos.vanderKnaap.2000,lcR2qbFaC83gwphKrdZ,860,20,2,510,0.745,0.16,111.69,FALSE,lcRR4b57IWBT1Jx64vP
2035,TroisOeufs.Pastore.1987,lcRgYOh2WVBkwX8zlOf,1180,110,2,880,0.446,0.21,107.59,FALSE,lcRPjceuawArKSUfv3T
2036,Trollvatnet.Hyvarinen.1985,lcRkxAjNUhmQGpPus5r,8970,310,5,2000,0.932,0.25,80.31,FALSE,lcR53Af8aeqS3yrfu0f
2037,Trondheimsfjord.SanchezGoni.2016,lcRPsNwfVDfTRQI6Zzh,1920,60,11,2210,0.449,0.34,94.5,FALSE,lcRKcXDuXzlFWlmNa5o
2038,TroutLake.Fritz.2012,lcRYAui9s9mnVeNETVu,11520,400,3,5720,0.02,0.34,46.91,FALSE,lcRiTVAMukk8v7Ypm5S
2039,TschokljovoMarsh.Bozilova.1985,lcRscdnEDYcOz51Mjsk,7950,250,6,2130,0.075,0.32,175.07,TRUE,lcRzH2Beu8OjG36ryKZ
2040,TubilladelLago.MoralesMolino.2017,lcR4sSN8VXJvsIZesXx,7400,80,11,1710,0.673,0.29,124.8,FALSE,lcRjVG3PQtB9Dgt5aTv
2041,Tuktoyaktuk5.Ritchie.1971,lcRCrhQPgZsMoXPyLt8,11910,290,3,3980,0.735,0.44,59.72,FALSE,lcRt4jhOH47tBKmmozV
2042,TulareLake.Davis.1999,lcRQe2qfoQouu7XZ0n4,11880,230,5,5650,0.492,0.37,149.54,FALSE,lcRLrQfma7MU9f2coIh
2043,TuleLake.West.1982,lcR5T8UeN5SvuboBKPF,9410,300,2,4130,0.242,0.24,126.15,FALSE,lcRRQHjV365G7yemKjG
2044,Tullerinsuo.Vuorela.1991,lcRce0UNoN4i2lNO1OQ,3550,50,4,1560,0.221,0.43,147.76,FALSE,lcRUzQlDSgyXaxuDWHL
2045,TumaloLake.Long.2011,lcRfYfnXZUAEgQRpjay,11940,330,5,4260,0.775,0.4,146.68,FALSE,lcRO5e7VUTT7VcpmlP1
2046,TunturiLake.Stravers.1981,lcRcJlTIPd16yfr6v6A,11610,470,2,4990,0.495,0.45,73.48,FALSE,lcRf9fjafJ9SJ8alFm4
2047,Tuqiang.Xia.1996,lcRvCeXObtRShlUr5Z3,2210,115,3,1080,0.13,0.36,47.67,FALSE,lcRu33wldWv1wcqGW9G
2048,TurovaDacha.Chernavskaya.1988,lcRMXjz1cwyHuviEugr,3540,60,4,1270,0.738,0.28,130.58,FALSE,lcRVHlflbMlQC5f9vPc
2049,TuskegeePond.Steventon.1983,lcRv3F0usP0SHIDdM6C,1400,50,3,1240,0.829,0.43,78.78,FALSE,lcRrRfPGSciEZPBXreQ
2050,TwinLakes.Alt.2018,lcRngbn2QeqxzmUE5xz,11970,180,9,3050,0.421,0.53,124.41,FALSE,lcRWeVf4XIvSGPGmJzA
2051,TwinLakes.Petersen.1985,lcRpkFRtIGEca7rF3H3,11370,120,15,2620,0.356,0.2,79.99,FALSE,lcRJp4UkY0L3o7FUsrc
2052,TwoFrogLake.Galloway.2007,lcRFsUnDndqG8lwKFyU,11920,240,3,6120,0.838,0.66,372.91,FALSE,lcRojokk0mqGCc5HiEJ
2053,TwoYurtsLakePG18575.Hoff.2015,lcRs6hFegNJ6Zz5jNPk,3360,155,2,5840,0.53,0.02,20.1,FALSE,lcRR6xsj8fxggOloqqi
2054,Tyapka.Bazarova.2008,lcRWtAbKgySp6nV0LdN,11680,110,8,4540,0.403,0.74,67.7,FALSE,lcRBiAC7PZ3rEHQQZwT
