,Dataset,TSid,RecordLength,RecordMedianResolution,AgeControl_n,AgeControl_Gap,pvalue,rvalue,RMSEvalue,QC,MeasUncertaintyTSid
1730,RoundPond.Parshall.2002,lcRBefXcXvOzpC3lQBz,3740,60,13,1610,0.663,0.28,72.81,FALSE,lcReuSckJ6MuXRrb5xo
1731,RoyalAlbertDock.Batchelor.2009,lcRDDm5PvChzlN0OHrM,3790,290,2,2840,0.604,0.2,85.12,FALSE,lcRqXojFaImpmfTrXU6
1732,Roztoki.Harmata.1987,lcRZdW8SzN7qCMmyhjc,2070,170,2,1180,0.41,0.29,91.56,FALSE,lcR9JpyU03tF4ACMWf5
1733,Roztoki.Harmata.1987,lcRlWU6spplWrx9Cc38,5440,480,6,2480,0.686,0.3,88.35,FALSE,lcRiNo2RinXQeQLetMO
1734,RubyMarsh.Thompson.1984,lcRLC3Lr63aB4CgdEWE,11950,305,10,6400,0.001,0.4,97.56,FALSE,lcRdmQb7UfAIvx9VaIb
1735,Rugozero.Elina.1981,lcRpFcudOM5b7X5Sp62,10520,220,2,5780,0.005,0.41,61.29,FALSE,lcRPvaiFc4ZJpKNBGFY
1736,Rukatunturi.Hicks.1974,lcRd2UAlPlowLtSznj6,6050,500,2,3370,0.071,0.23,130.73,FALSE,lcRjp5v2tROCZt7OuhR
1737,RuppertLake.Brubaker.1983,lcRLjFgm2COLZCD5g59,11100,210,6,2860,0.043,0.39,52.58,TRUE,lcRoFqXhT9Y4ds2tRld
1738,RuppertLake.Higuera.2006,lcRITy31dNFpYMrrFH7,11800,70,15,2290,0.012,0.39,52.43,TRUE,lcRJcrrUloYkTd0mEk7
1739,RutzLake.Stuiver.1975,lcRWHzMmVYYcDf6K32p,11640,160,7,3130,0.004,0.53,71.83,TRUE,lcRi3N0Zs6olS54jMmi
1740,RyazanovkaExposure.Anderson.2002,lcR1V3hte4gGBaX2uPE,6040,420,3,3240,0.455,0.61,96.04,FALSE,lcRkY6cV0MKKqT9iXL9
1741,RyerseLake.author.1111,lcRiq1prtqFDpKinLF2,9990,350,6,2690,0.02,0.6,90.77,TRUE,lcRBnr1v0zS49nFfQtl
1742,Rynholec.Pokorny.2005,lcR9aoDU2PGUc9yaquh,11470,170,3,6770,0.272,0.37,145.35,FALSE,lcRF4wrjZlZ0SboMZ8g
1743,Ryonansuo.Rankama.1988,lcRDMQT9CBtLRVEjyFS,10270,90,8,4320,0.716,0.25,105.16,FALSE,lcRejPmavgFgCW5RpZa
1744,SaCurcurica.Beffa.2016,lcRoGFzRew9WTAEknaI,8350,80,9,1920,0.017,0.42,233.79,TRUE,lcRldDtnIZgexS0Jwbm
1745,Sagistalsee.vanderKnaap.2000,lcRzzNZmu67qe1Msbh0,9200,40,12,2580,0.367,0.14,191.85,FALSE,lcRrxF5XIgvW1rweT1v
1746,SahamMere.Bennett.1988,lcRlrfyfYODzC8wqCXC,7080,110,7,1600,0.452,0.32,207.51,FALSE,lcRUlxLsnIUGP7fx4xc
1747,SaintCalixte.author.1111,lcR7zv2l35ajSf4EhVJ,11890,240,4,3530,0.001,0.64,114.81,FALSE,lcRf6cTXsp8fRok9rNP
1748,SaintFrancoisdeSales.Richard.1977,lcRoQ98XklYhamtylMv,11900,310,4,5840,0.008,0.6,97.1,FALSE,lcRaOZL9NMRyYuDdsrf
1749,SaintGabriel.Richard.1977,lcRQBwgC24zZpKKxSAe,10200,140,6,4900,0.002,0.68,113.86,FALSE,lcRI6PQ3Cizi5buihtG
1750,SaintHilaireduRosier.Clerc.1988,lcRhVwLEHH2DIbvGfsL,7820,240,2,9420,0.492,0.46,180.83,FALSE,lcRkcxzPNpn0kKU22Oj
1751,SaintJeanIledOrleans.Richard.1971,lcREKZpGdcvdVPQEYTy,8760,330,3,3090,0.062,0.55,96.79,FALSE,lcRcjipEPl1XCHHy6LG
1752,SaintJohnIslandPond.Jordan.1975,lcR4V8dsx3yHg3XXDFG,11520,570,2,6280,0.491,0.52,160.79,FALSE,lcR9ORxVgwFeNZZYbVs
1753,SaintJuliendeRatz.Clerc.1988,lcR4WLtF0BdDnwUA3TM,11190,70,3,5760,0.373,0.48,252.52,FALSE,lcRZs8yvhF13ktFjwbd
1754,SaintJuliendeRatz.Clerc.1988,lcRRhLypJp2l6t4c2AI,11730,160,4,3950,0.239,0.35,249.14,FALSE,lcR01vC9Uj7kgOuVSmX
1755,saintMalodeGuersac.Visset.1985,lcRLn5EucE1KoIBv5DP,9400,50,5,4310,0.518,0.27,144.48,FALSE,lcR45RrAoBL00tVokQa
1756,SaintMicheldeBraspart.vanZeist.1963,lcRhRUEgLOJ5gHpZOAX,4850,130,2,2140,0.243,0.31,143.67,FALSE,lcRngs1TBkOxbc67jz3
1757,SaintMichelenBrenne.McGhee.1975,lcR64i4W3opYjDCEErH,2410,30,4,3000,0.701,0.32,138.06,FALSE,lcRk0PAjD0PTH5WLLDX
1758,SaintMomelin.Gandouin.2002,lcRaBZEnEKUFhWHQssr,5010,90,9,2070,0.796,0.21,104.97,FALSE,lcRU0DHAMRWIQQTyyLr
1759,SaintRaymond.Richard.1973,lcRk4Jd4neANGyTDlv8,8930,275,2,4990,0.019,0.63,115.87,FALSE,lcRQiDVnSZKVxtGiKDL
1760,SaintSixte.Clerc.1988,lcRv25REEkjcN141qPc,6240,50,3,3630,0.621,0.17,238.73,FALSE,lcRbWg1XQ3MQYf5zLjY
1761,SaintSixte.Clerc.1988,lcR5F1B4ZIJ7dNeVPJm,2690,20,4,1140,0.606,0.17,203.62,FALSE,lcRmEhmKu5uysNxhWWT
1762,SaintThomas.Voeltzel.1987,lcRePulT4r1436DnRHa,7080,60,4,1940,0.293,0.26,151.97,FALSE,lcRYM6rMmHd7fRcqJXb
1763,SaintViaudCantin.Bernard.1996,lcRw6BYs81ReY0f0vpj,7480,80,3,3590,0.108,0.36,167.83,FALSE,lcR6ZjgC5xJxjkRaH5T
1764,SakanaLake.author.1111,lcRMJsEwmcEbZHlLNLl,10930,480,3,5680,0.531,0.47,51.29,FALSE,lcRwlwujjFtCN6QSlgR
1765,Saksunarvatn.Johansen.1982,lcREQ7puIGiJ4dGVajz,8920,185,16,1440,0.05,0.5,248.65,TRUE,lcRdLLEqOE218cJlApz
1766,SaladaPequena.author.1111,lcRNeTKafVV1Glibo2e,4750,100,3,1900,0.05,0.51,128.73,TRUE,lcRCLPKM21GoxjKcGva
1767,Saldropo.Penalba.1989,lcRxLT4oJJfiItEVlNl,7950,90,4,3970,0.427,0.38,225.99,FALSE,lcR07kifpX0JziiWLYe
1768,SalmoLake.Edwards.2015,lcRti96IuQQTbmLrU3C,11480,270,6,2890,0.006,0.42,110.03,TRUE,lcRAyJS73zhamsdF1Om
1769,SanabriaMarsh.Allen.1996,lcRrPC1yUDi4U0eo5fu,11790,120,1,11460,0.21,0.23,152.15,FALSE,lcR5YVJvqhqAWYno1eN
1770,SandsofTimeLake.Edwards.1994,lcRnFxhdpvg2FW2VNYj,11750,485,5,4100,0.579,0.42,47.13,FALSE,lcRwCWaPYh4U21Vh5yJ
1771,Sandvikvatn.Paus.1982,lcRUiZGHarjNxAiW1nX,9630,195,10,2810,0.021,0.44,140.74,TRUE,lcRmUiCrlaor9wUyDzz
1772,SandyHillPond.Parshall.2003,lcRZDkYYA0g56Gfawur,2350,110,13,920,0.333,0.2,80.61,FALSE,lcRRcCQREVm3bcIdNHZ
1773,SandyRunCreek.LaMoreaux.1999,lcRrKs9xFxOxmJAseJf,11830,610,3,6450,0.393,0.57,148.36,FALSE,lcR5csKhyAz3uDSnM1e
1774,Sanjiaocheng.Zhu.2002,lcRkyuhqL2Ovt4tizXj,4270,110,12,910,0.486,0.32,69.92,FALSE,lcRrcm24QEGync14hyN
1775,SanJoaquinMarsh.Davis.1992,lcR3h58B1xMNHkPYwiY,8800,150,7,3470,0.001,0.39,152.07,TRUE,lcRQW0g6eHWt6Co05bL
1776,SanLuisLake.deLanois.1993,lcRbd1vpxxHmOl1YAol,1550,60,4,670,0.216,0.44,73.75,FALSE,lcRqOs3RTc7igu5XnzL
1777,SanRafael.Yll.1995,lcRYJh9WjqpnJFqEm6w,11930,60,5,3720,0.498,0.57,158.07,FALSE,lcRRsXQrw41SLxBcY9p
1778,Sarkikangas.Hicks.1975,lcRJrv4zJtGwsCrK3C2,5770,250,3,2370,0.517,0.4,65.09,FALSE,lcRkAGCiUirmraeP1l7
1779,SarniaElkSiteSection.author.1111,lcRhpmkQSKKL3y984BB,6390,180,2,5890,0.019,0.47,73.77,FALSE,lcRqtGs8hXfV8xj8uHS
1780,Sauborst.Hahne.1992,lcRzIgQSykLHudbkhQV,8640,170,2,5360,0.058,0.15,197.45,FALSE,lcRrIwlYF0BoWhkI5n3
1781,Sauveterre.Joly.2006,lcRQajZtUW9SHZ5I8Nf,800,20,4,230,0.624,0.31,111.46,FALSE,lcRUXqJZvDs5dIoBveK
1782,SC1Pond.Pellatt.1997,lcRsvZu48e4IcpEE3iV,8000,450,3,3690,0.451,0.24,224.72,FALSE,lcRoLUN2247kudxL9Uo
1783,Schonwies.Bortenschlager.1984,lcR4kvjSWBC8l8j33DZ,11190,120,7,3680,0.319,0.13,98.17,FALSE,lcRebMdNxOQaTl2f0yF
1784,SchoodicPeninsulaHollow.Schauffler.1998,lcRKhWUhucbIA6KVzZ9,8000,170,5,3340,0.031,0.5,93.93,TRUE,lcRfqHW1KmuS6n85pWR
1785,Schopfenwaldmoor.vanderKnaap.2000,lcRKiV0txq1Hy3ryZJn,1520,30,15,540,0.384,0.29,137.62,FALSE,lcR5bdcI6nDg2sBPH95
1786,Schwanengrabenrinne.Wolters.2002,lcRAq9SBetfXZ5vgtPj,11980,80,12,1490,0.348,0.21,113.04,FALSE,lcRYANZk4omYPAVuHjp
1787,Schwanental.Hildebrandt.2007,lcRXssEzwp04SxJD6FP,4580,80,4,1650,0.419,0.26,133.88,FALSE,lcRB3FIxQobKaAAGE5A
1788,Schwarzsee.Seiwald.1980,lcRO6y0NgvwbRJwD1uk,11350,140,3,9200,0.127,0.36,202.71,FALSE,lcRJOuxuHm7r0OneTzK
1789,SchwarzseeReschenscheideck.vanderKnaap.1997,lcRenaGuCW4mV9mSlET,11990,300,6,3990,0.125,0.35,174.76,FALSE,lcRlV59nZzDuph8U19j
1790,Schwemm.Oeggl.1988,lcRN9MPCEMVTW619SL6,10270,95,4,4390,0.717,0.14,185.68,FALSE,lcRCi59cABoC0jVqpf6
1791,Schwemm.Oeggl.1988,lcRqbsoeqv187v8mYHd,11860,110,5,6470,0.042,0.4,222.69,FALSE,lcROtfF9yES5AcJ717g
1792,Schwemm.Oeggl.1988,lcRubc9BcLuySMC0vxG,11860,140,8,2360,0.726,0.34,215.11,FALSE,lcR5WjtuB9c7fMH3ZTi
1793,Schwemm.Oeggl.1988,lcR1ZG9EcyWCgAuVGNg,7600,140,5,2950,0.669,0.29,136.08,FALSE,lcR7hjCl6jLIaqdyA6X
1794,Schwemm.Oeggl.1988,lcRfxQnyM0mQM5EbNo9,11960,120,7,3280,0.661,0.19,203.12,FALSE,lcRMLMLXNGFKLOaCSI6
1795,ScreamingYellowlegsPond.Edwards.1985,lcRHGVFAiSBQC0PNsvs,11880,320,5,2990,0.142,0.37,47.53,FALSE,lcRJoIhMId9PIta7Cae
1796,SeagullLake.author.1111,lcRDmHNq2sBQD64jYqD,11790,440,3,4330,0.117,0.48,49.91,FALSE,lcRQgLOyWja7xeGYlaW
1797,SecretValleyMarsh.West.2000,lcRVjgMr8niCWzlOTrs,11120,260,4,2850,0.054,0.16,86.22,TRUE,lcRMcHVPI77aau9h1si
1798,Seelohe.Hahne.1992,lcRwChujseyC82k18OT,7520,150,3,4300,0.827,0.13,179.99,FALSE,lcRhwESZsg22sTe334O
1799,SehestedterAussendeichsmoor.Behre.2005,lcR99df00sMcOuCEcIW,3360,30,9,640,0.026,0.4,259.01,FALSE,lcRh3dTBsQg3rc4Qcg6
1800,Selikhovo.Novenko.2016,lcRaPwBUPvrLOde7Ecs,7130,130,9,2020,0.409,0.34,96.16,FALSE,lcRQbqISmnNiLS4Zjyj
1801,Selitkan1Exposure.Anderson.2002,lcRKWdAzk5gaaCCDOMh,7910,60,6,2530,0.021,0.42,82.52,TRUE,lcRH8DnoRUEb4CfHh2D
1802,Selitkan2Exposure.Anderson.2002,lcRng57EtNY5TgK50GG,6330,350,4,2160,0.818,0.1,32.96,FALSE,lcRZ1BuzM2bbYmEpMgd
1803,Selitkan3Exposure.Anderson.2002,lcRJmipCL14PHefsi4l,9450,1020,2,4300,0.386,0.41,37.82,FALSE,lcREpp0slD87JWVvCUG
1804,SellediCarnino.deBeaulieu.1977,lcRYEHrVl7OcFUdnwDa,11690,170,4,7280,0.109,0.48,258.86,FALSE,lcRR2HE3G1wbdHBWYQi
1805,Semenic.Rosch.2000,lcRMrbJrcLpeCJPcoTJ,8540,40,6,3310,0.426,0.4,130.01,FALSE,lcRloag2ozcXq4BAeOJ
1806,Semmeldalen.Zelikson.1971,lcRE5YQHhTxDqevA5Ag,1470,90,3,730,0.043,0.23,105.43,FALSE,lcReriBARfTJ01BgFYq
1807,Serent.Visset.1994,lcRy1d363fowMXHH1Ce,9810,190,3,4450,0.005,0.18,155.86,FALSE,lcRAxnsFNIt5xXPjlX2
1808,Serent.Visset.1994,lcR80zQNDF5G4BEw2ZX,9220,250,4,3990,0.003,0.26,169.15,FALSE,lcRmV0Q5pAhVXOxVnQ2
1809,SergeevskiiPeat.Anderson.2002,lcR2ESu9FPaUPGB6Yfg,8040,120,8,2190,0.151,0.69,78.94,FALSE,lcRafvYVWMcnrQmhNEo
1810,Serni.Kvavadze.1994,lcRD3fAoJ63KN6GWpcu,7610,575,2,2870,0.014,0.34,63.72,FALSE,lcRJ6C6IQJ3T5RiqGMf
1811,SeryebryankaStreamExposure5822.Anderson.2002,lcRyvVxvBfmSPrfPBq0,5760,210,6,2880,0.386,0.19,73.4,FALSE,lcRuMrwtc5yqNBsMtOO
1812,SevenLakes.Calder.2016,lcRlQnhC5noD5c3isF7,4150,130,5,1130,0.023,0.58,116.25,TRUE,lcRtRPN3pchpLknj3hi
1813,SGangGwaayPond.Lacourse.2007,lcRvZR0VjtMwO5GlIe6,1860,70,2,1060,0.358,0.14,186.29,FALSE,lcRWhIDXz0BUDt0sB6P
1814,Shaamar.Ma.2013,lcRGbH9HBrDzZ7N8g2H,11910,560,8,4540,0.879,0.47,89.76,FALSE,lcRw20nfVMDwGCrpU0b
1815,ShantouSH5.Zheng.1990,lcRPCIWBZOPVavuWE7O,7470,260,4,2670,0.71,0.65,216.26,FALSE,lcRgwbTyFNzIRDqUZs7
1816,SharkeyLake.Camill.2003,lcR5SRLpHOGiAs4Q4SW,10650,20,12,1980,0.062,0.54,81.66,TRUE,lcRLEfLWhWYrY2tTT4h
1817,ShawsBog.Hadden.1975,lcRwyly246JZCqeIziM,10370,250,4,5110,0.093,0.46,110.25,FALSE,lcRhJR9K6IU0b2Dx09M
1818,ShehereeBog.Mitchell.2004,lcRimmIpKxQtrrjuaIo,11950,40,6,4340,0.511,0.19,241.79,FALSE,lcR4xcHod1jPDImXV8E
1819,SherdLake.Burkart.1976,lcRjua8wBxLmUTSXWcd,11790,240,1,10260,0.332,0.37,89.45,FALSE,lcRNDvbhglRe8MrgpgA
1820,Shombashuo.Elina.1981,lcRpsAkWiBur107woT9,11080,320,2,5600,0.098,0.35,72.79,FALSE,lcRvfboKMjMlJQ18oxv
1821,ShouldiceLake.author.1111,lcRuMF8jQq7rCVSbOTg,11060,170,5,3940,0.022,0.59,101.15,FALSE,lcR74mTYXtWTampysJx
1822,ShuidongA1.Shi.2003,lcRJyFyNLLtRRkT6vsm,6460,690,2,4820,0.502,0.71,155.87,FALSE,lcRzsUJsqxYc6d6s99h
1823,Sibista.Kvavadze.1989,lcRnK7dijPdeiYUYhRn,2320,70,2,1000,0.2,0.35,32.41,FALSE,lcR0otsrS0LCe2trswP
1824,SichanghuLake.Yan.2003,lcREA61QvQRPhC59Dkt,880,40,2,1000,0.171,0.45,39.86,FALSE,lcRMVcO4KJ49GX6WM7I
1825,SiestaLake.Brunelle.2003,lcR7nd1wUOCVFO0dBIC,11930,530,2,5720,0.195,0.34,126.84,FALSE,lcRvphvxna3WBsCyzOX
1826,Siikasuo.Vuorela.1991,lcRDPpHQrILwX9LH7ae,4250,50,5,2040,0.475,0.28,87.3,FALSE,lcRSbBCfOhiaUlEiyzn
1827,Silberhohl.Chen.1988,lcRlhEqqsXxZH6Uyc0p,6280,40,4,3410,0.366,0.28,147.95,FALSE,lcRWcfKa9OVJnEZHQYd
1828,SilcoxCore52.Dredge.2003,lcRC51FzRM1ORNSlqky,3770,150,3,2420,0.419,0.11,63.2,FALSE,lcRRsOX8T7A3glTHOv8
1829,SillylaPoterie.vanZeist.1980,lcRhIl7JIHz4h9FuEa2,8930,110,4,2970,0.13,0.25,169.11,FALSE,lcR9RIjeGjZmvQHL0N1
1830,SilverLake.Fuller.1998,lcRnEUuzxvcw7NAEgsN,1380,20,4,480,0.626,0.19,115.33,FALSE,lcRO34AGgESq9ceN1wT
1831,SilverLake.Livingstone.1968,lcRexszdz5QJ7r4ejW6,11840,220,3,5240,0.225,0.58,109.88,FALSE,lcRMFiemtYUeHjFuRQu
1832,SilverLake.OgdenIII.1966,lcR8GhwOnFcu92TMzKG,11760,275,12,4060,0.054,0.7,87.97,FALSE,lcRKjaQGjl47K89yDfi
1833,SimplonGampischAlterSpittel.vanderKnaap.1997,lcRnhx0TV2RqvrweSW7,11620,155,12,2710,0.047,0.33,194.68,TRUE,lcR2PxZfIXQbcHVvRbx
1834,SinkholePond.author.1111,lcRTdLk9sKmvQL2fFWH,12040,275,9,4150,0.026,0.56,131.2,FALSE,lcRZqIyutAaYIkedteU
1835,SiouxPond.Steventon.1983,lcRdGgeELXncq3AhB3e,9000,280,5,3530,0.123,0.49,79.67,FALSE,lcRYbOA6jf5Ev6bmlz0
1836,SithylemenkatLake.Anderson.1990,lcRXPHsZ7PIDPyn1BKB,11560,345,3,3590,0.208,0.37,59.55,FALSE,lcRXBHMExVYG50agtdS
1837,SkinnyLake.Spooner.2002,lcRic6pI95Tna9YcTZc,11660,310,4,3020,0.009,0.53,129.36,FALSE,lcRSqXkNdczr7BvltZZ
1838,Skvarran.Svensson.1989,lcRilYSNyoh9tXHJXT6,1850,190,2,1480,0.598,0.27,92.5,FALSE,lcRDcFVbqDcceDnHp4l
1839,SkyPond.Reasoner.2000,lcRBYkZCVtVeegZf7gq,2950,250,3,2830,0.788,0.2,76.36,FALSE,lcRbIm4uDaIGD58D9gw
1840,Slawsko.author.1111,lcRmhculYB9KEnHDFWv,7080,110,3,3740,0.423,0.31,89.78,FALSE,lcRgahR98xJCU2keCX3
1841,SleetLake.Spear.1983,lcROKMY2bzvXhbmoVED,11950,170,3,4800,0.675,0.43,62.26,FALSE,lcRBkyHvaS8DA4yD3VS
1842,SlieveCroob.Holland.1975,lcRz0UF3fFJu3lvKhA0,4760,50,6,2930,0.282,0.11,151.69,FALSE,lcRm5xqSMqJ7wHmT4vB
1843,SlieveNaslat.Holland.1975,lcRqi4GgxJorPcxozy3,4990,60,8,1570,0.314,0.17,254.83,FALSE,lcRgGx8I4KlJyNvc6zf
1844,SlishLake.Dodson.1987,lcRqD83Ey6KBc6AB9bG,2100,40,3,820,0.47,0.15,145,FALSE,lcR7m7TDmsKF6JJtv43
1845,Slopiec.Szczepanek.1961,lcR3Na1mh0ZzeEojIEV,12010,130,10,6280,0.315,0.33,115.32,FALSE,lcRBLGdQXJ7VCvMBBwu
1846,SloughCreekPond.Whitlock.1993,lcR3j33AlJMVb6UcbOt,12000,170,4,3450,0.488,0.34,81.71,FALSE,lcRzgMSCUHkqfbyJjTl
1847,SlugganMoss.Smith.1991,lcRrfce1hvT6qbZtMY3,11510,110,28,1400,0.727,0.16,237.74,FALSE,lcRQkqVf1z6x5mJCnoH
1848,SmorodinovoyeLake.Anderson.2002,lcR7XzG7I2M5RYCTOoC,11800,340,10,2370,0.249,0.2,44.95,FALSE,lcRWtOOekH69pTzIYKs
1849,SnipeLake.Brubaker.2001,lcR8hoig7DGGLnphc3M,10640,300,6,2950,0.166,0.24,40.32,FALSE,lcRpN4660T5bXABRUzA
1850,SnowLake.Lamb.1982,lcRcZVNRxhTPSeUWa4A,6150,470,3,2470,0.197,0.41,85.7,FALSE,lcRF0ct6k30aUr7hVx9
1851,SnowshoeLake.MacDonald.1984,lcRMSZQ9H88DyEFuCtF,11870,410,4,3790,0.211,0.51,99.36,FALSE,lcRr1mMx0YaygAqH7v9
1852,SogutGolu.vanZeist.1975,lcRSXXlXOgrElE2C8bd,11820,150,3,6750,0.254,0.32,101.59,FALSE,lcRDRTNiHlMyhypUxBg
1853,SoldierCreekMeadow.Anderson.2009,lcRjzk115j9ON2pBkxb,1330,70,2,840,0.527,0.43,129.62,FALSE,lcR0mp2zzvNNBGGNQWr
1854,Solnechnoe.Elina.1981,lcRtBjN2hTvjfmMlv4P,11980,150,3,7420,0.148,0.42,66.84,FALSE,lcRNH0xA7HtA9vn8ZE1
1855,Sommersuss.Seiwald.1980,lcRNIuaTkqK8PSZYMiE,11920,120,4,3830,0.124,0.42,171.14,FALSE,lcR3H1XpWMs1jS3UxrN
1856,Songjiang.Zhang.2008,lcRDFs4lOF4eqSTmvrY,780,50,5,4400,0.145,0.4,53.79,FALSE,lcRV9aaZe2rynoFRhyg
1857,SonnenbergerMoor.Willutzki.1962,lcR98l6zVapptxMr8jj,2570,50,6,910,0.077,0.13,107.18,FALSE,lcRQhmPg6Dd9f9ZtQdg
1858,Soppensee.Hajdas.2010,lcR66wQAQhFLITf7laP,11980,50,72,1450,0.726,0.34,194.18,FALSE,lcR7pUrZDP6M5sC30rM
1859,SosedneeLake.Lozhkin.1993,lcRQPEJgYiLMotTEmAT,8670,440,4,3460,0.007,0.24,48.23,FALSE,lcRPHrL2yQlziJLInZF
1860,Soumarskeraseliniste.Svobodova.2001,lcRu9VBv0Y9jEPyHBFG,11380,190,2,7120,0.306,0.31,224.75,FALSE,lcRiN07MGHqQ62TAPdV
1861,SourcesdelYonne.JouffroyBapicot.2010,lcRSTnvTBgp8WxaVFGb,2670,70,4,1120,0.102,0.13,129.84,FALSE,lcR76eoonEMnFGUXhJt
1862,SouthBog.DieffenbacherKrall.1997,lcR1V83lISGJhDfFzNl,3650,50,3,1330,0.691,0.18,81.31,FALSE,lcRVM2cXt01alLQXX7m
1863,SouthChinaSeaC4.Zhang.2009,lcRNTH6FgugMJSBLDdl,10080,260,2,10580,0.624,0.32,51.75,FALSE,lcR80FdIavja8ZNvBDx
1864,SouthLake.Ruhland.2009,lcRRXZkfK0MtA7TAeIZ,11830,690,3,5010,0.052,0.46,62.97,FALSE,lcRYINMfpIv2rG49cja
1865,SouthRhodypeatland.Booth.2004,lcRwZudUZlMj01vQXF2,10510,80,10,3710,0.027,0.69,112.78,TRUE,lcRay07cvmIrgwSrXXZ
1866,SpicerLake.Wang.2016,lcRwnVuzjxKgcJQwS8I,11990,90,10,3670,0.047,0.54,111.96,TRUE,lcR5FWcfqjzJa09Ve3x
1867,SpillwayPond.Clague.1996,lcRJaLWJlSPQXhaAznG,1160,60,4,470,0.798,0.24,374.47,FALSE,lcRm1yJOZPnrST6tsgu
1868,SpireaWetland.Bunting.1999,lcRDHUZDkiYklClROLT,11220,80,7,4010,0.098,0.62,107.49,FALSE,lcRmh4e1p7uMjJh3ngn
1869,SpiritLake.Woods.1989,lcR1KT6GyUTH14Ybu8w,11380,190,5,2640,0.052,0.67,129.73,TRUE,lcRKWEzQDRBKqDvv7Th
1870,SpiritwoodLake.author.1111,lcRzD0Rmq2doxy72LEy,11760,150,2,6300,0.003,0.36,103.99,FALSE,lcRhdmFr7sNEdXWpJm8
1871,Spjallsjon.Bjorck.1987,lcRB9YGPLezn0AYkJPj,1320,140,1,1010,0.12,0.25,99.29,FALSE,lcRWJooJ2dkP9tRMU5D
1872,SplainsGulch.Fall.1988,lcRD44ebkYgOe162zRl,8600,655,5,2250,0.114,0.4,94.09,FALSE,lcRmP3A8ZOkXHJLRdjI
1873,SplainsLake.Fall.1988,lcR2JXtNJSqbuNEl1vJ,11560,690,3,4340,0.766,0.61,110.14,FALSE,lcRyeSvB74B7L98MQ2Z
1874,SpringLake.author.1111,lcRuIrKbBzucQfcqo1B,11750,240,3,5190,0.092,0.55,98.06,FALSE,lcRrI0AUKiiiCtzx4fw
1875,SpringLake.White.1986,lcRx4zqYOH1H6Us7iMJ,11930,380,2,5390,0.346,0.49,100.43,FALSE,lcRmx2pzuY5M3ZeWXXi
1876,SprucePond.MaenzaGmelch.1997,lcRgKkHN0CyyYoGbYOA,11930,70,7,2450,0.044,0.57,129.78,TRUE,lcRgvMnU14ym7PLgXwl
1877,SRM1.Yao.2015,lcRsNvVos38opJAII9s,7190,90,8,1580,0.113,0.44,95.93,FALSE,lcRm8NYoixpJrMpgQwk
1878,StadukhinskayaProtokaChannelAlassection.Anderson.2002,lcRTCtdsFO17BOEBFfW,2890,280,4,1100,0.449,0.13,31.94,FALSE,lcRbEeXmYOaA3LOC2o7
1879,StagesPond.Snyder.1991,lcRzbcPN2Y2gyo9iwZ9,4180,80,4,2340,0.023,0.36,82.65,TRUE,lcRNlGwsIwB84q2W6Ls
1880,StaraBoleslav.Dreslerova.2004,lcRhQj2Q7yZJEmXcyMz,1880,30,4,690,0.064,0.18,62.33,FALSE,lcRc64Z1R1bbScYKRkU
1881,Starniki.Bezusko.1982,lcRLj85Fi1inGaDtvW4,11570,350,9,2340,0.204,0.25,101.45,FALSE,lcRLYwoIEtPYtVzlrU9
1882,StaroselskyMoch.Novenko.2009,lcRaesu0dd88X29ftJX,11740,180,6,2540,0.028,0.4,118.18,TRUE,lcR8HLZ9aDGUowQufjt
1883,SteelLake.Geiss.2003,lcRZ5GHShmAqDjq9s1F,11940,80,31,1560,0.369,0.62,81.35,FALSE,lcRfAqvhRrdsNKxcivS
1884,Steerenmoos.Rosch.2000,lcR6T9nRWTcVYluBUZX,8870,30,18,2840,0.081,0.43,276.63,TRUE,lcRVxJCMNClw3SFTLhD
1885,Steregoiu.Bjorkman.2003,lcRy5kZVSFxo4g0ta5e,12050,40,14,3320,0.425,0.34,143.29,FALSE,lcRKBWivgkuI9IgYLVk
1886,StewartBog.JimenezMoreno.2008,lcR5PWLII1WSTWJrKGG,12030,50,11,3070,0.022,0.61,139.68,TRUE,lcREcdvvJ8nSa8NIJMA
1887,StewartsDarkLake.Heide.1984,lcR8xD4yrZswZDCzaSo,12020,280,5,3040,0.171,0.44,62.58,FALSE,lcRWGWu8cP9PBLFtuqW
1888,StewertPointPond.Wang.1991,lcR13mA3aDJomrXU9J5,11670,410,3,4360,0.582,0.44,63.45,FALSE,lcRl8sf5i9yseQwBu2N
1889,StLawrenceIslandSection3.Lozhkin.1998,lcRbdpvSGM5mTCh301x,11930,210,6,4850,0.03,0.18,36.1,FALSE,lcRA28sBlGqF9D3Xzz9
1890,StLawrenceSection2.Lozhkin.1998,lcRDAr6gsXVlfVNGuzw,8830,250,6,3310,0.296,0.27,41.15,FALSE,lcRE3mf7lQoQhKIM2FA
1891,StollLake.Keizer.2015,lcRWbAMXKR20YTbnger,460,10,14,380,0.434,0.21,78.75,FALSE,lcRDYW93Ji7KHKDVIbn
1892,StonemanLake.Hasbargen.1994,lcRhTLNKYrt922RJkdG,10000,160,6,3190,0.741,0.16,80.77,FALSE,lcRN8wQjTcSqMzSEGHC
1893,StonetorBrook.Fyfe.2008,lcRqQpEizRICsbtMDh2,8660,90,8,3120,0.552,0.25,132.65,FALSE,lcR7OPfnU0zaFZmTA9C
